STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
08165500,"Guadalupe Rv at Hunt, TX",Ref,WestPlains,744.5079,12,30.069931,-99.321712,TX,NA,yes,46,43,19
08166000,"JOHNSON CREEK NR INGRAM, TX",Ref,WestPlains,294.4593,12,30.100207,-99.283101,TX,NA,yes,60,52,14
08166140,"Guadalupe Rv abv Bear Ck at Kerrville, TX",Non-ref,WestPlains,1218.772,12,30.069654,-99.19532,TX,NA,yes,10,10,8
08166200,"Guadalupe Rv at Kerrville, TX",Non-ref,WestPlains,1259.104,12,30.053266,-99.163375,TX,NA,yes,23,23,20
08166250,"Guadalupe Rv nr Center Point, TX",Non-ref,WestPlains,1431.016,12,29.987778,-99.11,TX,NA,yes,0,0,0
08167000,"Guadalupe Rv at Comfort, TX",Non-ref,WestPlains,2174.374,12,29.969659,-98.892811,TX,NA,yes,70,60,20
08167500,"Guadalupe Rv nr Spring Branch, TX",Non-ref,WestPlains,3456.595,12,29.860496,-98.383627,TX,NA,yes,87,60,20
08167800,"Guadalupe Rv at Sattler, TX",Non-ref,WestPlains,3720.286,12,29.859108,-98.180011,TX,NA,yes,49,49,20
08168500,"Guadalupe Rv abv Comal Rv at New Braunfels, TX",Non-ref,WestPlains,3934.607,12,29.714947,-98.110008,TX,NA,yes,81,60,20
08168797,"Dry Comal Ck at Loop 337 nr New Braunfels, TX",Non-ref,WestPlains,278.1108,12,29.688,-98.154833,TX,NA,yes,3,3,3
08169000,"Comal Rv at New Braunfels, TX",Non-ref,WestPlains,342.0178,12,29.706058,-98.122509,TX,NA,yes,77,60,20
08169792,"Guadalupe Rv at FM 1117 nr Seguin, TX",Non-ref,WestPlains,4873.884,12,29.536167,-97.880944,TX,NA,yes,4,4,4
08170500,"San Marcos Rv at San Marcos, TX",Non-ref,WestPlains,127.746,12,29.889108,-97.934172,TX,NA,yes,17,15,15
08171000,"Blanco Rv at Wimberley, TX",Non-ref,WestPlains,924.5476,12,29.994381,-98.088898,TX,NA,yes,82,60,20
08171290,"Blanco Rv at Halifax Rch nr Kyle, TX",Non-ref,WestPlains,1013.414,12,30.00556,-97.9525,TX,NA,yes,0,0,0
08171300,"Blanco Rv nr Kyle, TX",Ref,WestPlains,1067.474,12,29.979383,-97.910005,TX,yes,yes,53,53,20
08172000,"San Marcos Rv at Luling, TX",Non-ref,WestPlains,2172.789,12,29.66634,-97.650831,TX,NA,yes,70,60,20
08172400,"Plum Ck at Lockhart, TX",Non-ref,WestPlains,289.071,12,29.922998,-97.679167,TX,NA,yes,50,50,20
08173000,"Plum Ck nr Luling, TX",Non-ref,WestPlains,802.7073,12,29.699673,-97.603608,TX,NA,yes,71,52,12
08173900,"Guadalupe Rv at Gonzales, TX",Non-ref,WestPlains,8998.478,12,29.484404,-97.45027,TX,NA,yes,13,13,13
08174600,"Peach Ck bl Dilworth, TX",Non-ref,SEPlains,1191.324,12,29.474128,-97.316656,TX,NA,yes,29,29,9
08175000,"Sandies Ck nr Westhoff, TX",Ref,SEPlains,1421.657,12,29.215248,-97.449435,TX,yes,yes,54,50,20
08175800,"Guadalupe Rv at Cuero, TX",Non-ref,WestPlains,12781.15,12,29.090531,-97.329713,TX,NA,yes,45,45,20
08176500,"Guadalupe Rv at Victoria, TX",Non-ref,WestPlains,13456.24,12,28.793046,-97.013043,TX,NA,yes,74,60,20
08176900,"Coleto Ck at Arnold Rd nr Schroeder, TX",Ref,SEPlains,925.4421,12,28.861653,-97.226379,TX,yes,yes,31,31,20
08177000,"Coleto Ck nr Schroeder, TX",Non-ref,SEPlains,956.6775,12,28.831654,-97.186379,TX,NA,NA,30,27,0
08177300,"Perdido Ck at FM 622 nr Fannin, TX",Ref,SEPlains,72.1647,12,28.751656,-97.317214,TX,NA,yes,20,20,9
08177500,"Coleto Ck nr Victoria, TX",Non-ref,SEPlains,1294.516,12,28.731103,-97.1386,TX,NA,yes,46,36,20
08177700,"Olmos Ck at Dresden Dr, San Antonio, TX",Non-ref,WestPlains,56.682,12,29.499119,-98.510296,TX,NA,yes,21,21,8
08178000,"San Antonio Rv at San Antonio, TX",Non-ref,WestPlains,109.8945,12,29.409678,-98.495017,TX,NA,NA,71,48,8
08178565,"San Antonio Rv at Loop 410 at San Antonio, TX",Non-ref,WestPlains,296.7732,12,29.322181,-98.450293,TX,NA,yes,17,17,14
08178700,"Salado Ck at Loop 410 at San Antonio, TX",Non-ref,WestPlains,349.7931,12,29.516063,-98.431127,TX,NA,NA,46,46,17
08178800,"Salado Ck at Loop 13 at San Antonio, TX",Non-ref,WestPlains,505.8193,12,29.35718,-98.412793,TX,NA,yes,49,49,20
08178880,"Medina Rv at Bandera, TX",Ref,WestPlains,850.5792,12,29.723835,-99.070035,TX,yes,yes,27,27,20
08179000,"Medina Rv nr Pipe Creek, TX",Non-ref,WestPlains,1230.432,12,29.675503,-98.976143,TX,NA,NA,41,30,0
08179100,"Red Bluff Ck nr Pipe Ck, TX",Non-ref,WestPlains,145.8639,12,29.681059,-98.955587,TX,NA,NA,25,25,0
08180500,"Medina Rv nr Riomedina, TX",Non-ref,WestPlains,1684.713,12,29.498,-98.9055,TX,NA,NA,25,21,1
08180700,"Medina Rv nr Macdona, TX",Non-ref,WestPlains,2233.995,12,29.334958,-98.689744,TX,NA,yes,25,25,18
08180720,"Medina Rv nr Von Ormy, TX",Non-ref,WestPlains,2312.68,12,29.295237,-98.642243,TX,NA,yes,1,1,1
08180800,"Medina Rv nr Somerset, TX",Non-ref,WestPlains,2491.743,12,29.262183,-98.581407,TX,NA,NA,32,32,13
08181400,"Helotes Ck at Helotes, TX",Non-ref,WestPlains,38.7909,12,29.578561,-98.69169,TX,NA,yes,39,39,18
08181480,"Leon Ck at IH 35 at San Antonio, TX",Non-ref,WestPlains,542.4213,12,29.329958,-98.584186,TX,NA,yes,25,25,20
08181500,"Medina Rv at San Antonio, TX",Non-ref,WestPlains,3399.72,12,29.264128,-98.490849,TX,NA,yes,70,60,20
08181800,"San Antonio Rv nr Elmendorf, TX",Non-ref,WestPlains,4528.458,12,29.222185,-98.355846,TX,NA,yes,47,47,20
08183200,"San Antonio Rv nr Floresville, TX",Non-ref,WestPlains,5091.583,12,29.11,-98.174444,TX,NA,yes,3,3,3
08183500,"San Antonio Rv nr Falls City, TX",Non-ref,WestPlains,5464.457,12,28.951641,-98.064172,TX,NA,yes,84,60,20
08183890,"Cibolo Ck at Cibolo Nature Cntr nr Boerne, TX",Non-ref,WestPlains,145.4067,12,29.782222,-98.713333,TX,NA,yes,3,3,3
08183900,"Cibolo Ck nr Boerne, TX",Non-ref,WestPlains,176.6322,12,29.774109,-98.697525,TX,NA,NA,33,33,6
08185000,"Cibolo Ck at Selma, TX",Non-ref,WestPlains,698.9526,12,29.594117,-98.311124,TX,NA,yes,62,59,19
08185065,"Cibolo Ck nr Saint Hedwig, TX",Non-ref,WestPlains,794.3346,12,29.501444,-98.18625,TX,NA,yes,3,3,3
08185100,"Martinez Ck nr Saint Hedwig, TX",Non-ref,WestPlains,210.4533,12,29.443889,-98.168889,TX,NA,yes,3,3,3
08185500,"Cibolo Ck at Sutherland Springs, TX",Non-ref,WestPlains,1674.355,12,29.279722,-98.053333,TX,NA,yes,7,3,3
08186000,"Cibolo Ck nr Falls City, TX",Non-ref,SEPlains,2136.467,12,29.014139,-97.930281,TX,NA,yes,78,59,19
08186500,"Ecleto Ck nr Runge, TX",Ref,SEPlains,618.9588,12,28.920254,-97.772222,TX,NA,yes,34,34,7
08188500,"San Antonio Rv at Goliad, TX",Non-ref,SEPlains,10120.08,12,28.649715,-97.384715,TX,NA,yes,74,60,20
08188570,"San Antonio Rv nr McFaddin, TX",Non-ref,SEPlains,10722.33,12,28.53125,-97.042694,TX,NA,yes,2,2,2
08188800,"Guadalupe Rv nr Tivoli, TX",Non-ref,SEPlains,26220.88,12,28.505834,-96.884708,TX,NA,yes,3,3,3
08189200,"Copano Ck nr Refugio, TX",Non-ref,SECstPlain,159.0165,12,28.303617,-97.112491,TX,NA,yes,39,39,20
08189300,"Medio Ck nr Beeville, TX",Ref,SEPlains,527.2524,12,28.483052,-97.656663,TX,NA,yes,23,23,8
08189500,"Mission Rv at Refugio, TX",Ref,SEPlains,1808.286,12,28.291951,-97.279159,TX,yes,yes,70,60,20
08189700,"Aransas Rv nr Skidmore, TX",Non-ref,SEPlains,631.2708,12,28.282504,-97.620829,TX,NA,yes,45,45,20
08189800,"Chiltipin Ck at Sinton, TX",Non-ref,SECstPlain,359.1837,12,28.046959,-97.503883,TX,NA,NA,21,21,2
08190000,"Nueces Rv at Laguna, TX",Ref,WestPlains,1961.433,12,29.428567,-99.997287,TX,yes,yes,86,60,20
08190500,"W Nueces Rv nr Brackettville, TX",Ref,WestPlains,1799.09,12,29.472731,-100.236463,TX,yes,yes,64,54,20
08192000,"Nueces Rv bl Uvalde, TX",Non-ref,WestPlains,4797.515,12,29.123853,-99.894782,TX,NA,yes,70,60,20
08193000,"Nueces Rv nr Asherton, TX",Non-ref,WestPlains,10423.13,12,28.500263,-99.681993,TX,NA,yes,70,60,20
08194000,"Nueces Rv at Cotulla, TX",Non-ref,WestPlains,13396.09,12,28.426379,-99.240032,TX,NA,yes,83,60,20
08194200,"San Casimiro Ck nr Freer, TX",Ref,WestPlains,1220.584,12,27.965013,-98.966968,TX,yes,yes,47,47,20
08194500,"Nueces Rv nr Tilden, TX",Non-ref,WestPlains,20993.87,12,28.308889,-98.557238,TX,NA,yes,66,60,20
08195000,"Frio Rv at Concan, TX",Ref,WestPlains,1028.286,12,29.488565,-99.704776,TX,yes,yes,84,60,20
08196000,"Dry Frio Rv nr Reagan Wells, TX",Ref,WestPlains,326.9781,12,29.504676,-99.781445,TX,yes,yes,57,57,20
08197500,"Frio Rv bl Dry Frio Rv nr Uvalde, TX",Non-ref,WestPlains,1639.698,12,29.245793,-99.674498,TX,NA,yes,56,56,20
08198000,"Sabinal Rv nr Sabinal, TX",Ref,WestPlains,550.5978,12,29.491064,-99.492824,TX,NA,yes,66,59,19
08198500,"Sabinal Rv at Sabinal, TX",Ref,WestPlains,624.347,12,29.314306,-99.480472,TX,yes,yes,57,57,20
08200000,"Hondo Ck nr Tarpley, TX",Ref,WestPlains,249.1146,12,29.569673,-99.246706,TX,yes,yes,57,57,20
08200700,"Hondo Ck at King Waterhole nr Hondo, TX",Ref,WestPlains,388.0152,12,29.390789,-99.151425,TX,NA,NA,45,45,16
08200720,"Hondo Ck at SH 173 nr Hondo, TX",Non-ref,WestPlains,406.107,12,29.376111,-99.116667,TX,NA,yes,3,3,3
08200977,"Middle Verde Ck at SH 173 nr Bandera, TX",Ref,WestPlains,100.6713,12,29.567778,-99.096944,TX,NA,yes,2,2,2
08201500,"Seco Ck at Miller Ranch nr Utopia, TX",Ref,WestPlains,116.8353,12,29.573284,-99.4031,TX,NA,yes,47,47,19
08202700,"Seco Ck at Rowe Ranch nr D'Hanis, TX",Ref,WestPlains,434.745,12,29.370789,-99.287819,TX,yes,yes,48,48,20
08204005,"Leona Rv nr Uvalde, TX",Non-ref,WestPlains,339.381,12,29.154408,-99.743389,TX,NA,yes,6,6,6
08205500,"Frio Rv nr Derby, TX",Non-ref,WestPlains,8886.41,12,28.736644,-99.144756,TX,NA,yes,94,60,20
08206600,"Frio Rv at Tilden, TX",Non-ref,WestPlains,11557.8,12,28.467493,-98.547517,TX,NA,yes,31,31,20
08206700,"San Miguel Ck nr Tilden, TX",Non-ref,WestPlains,2026.812,12,28.587488,-98.545851,TX,NA,yes,44,44,19
08206910,"Choke Canyon Res OWC nr Three Rivers, TX",Non-ref,WestPlains,14220.71,12,28.486103,-98.241675,TX,NA,yes,11,11,11
08207000,"Frio Rv at Calliham, TX",Non-ref,WestPlains,14030.63,12,28.492214,-98.346678,TX,NA,NA,49,31,0
08207500,"Atascosa Rv nr McCoy, TX",Non-ref,SEPlains,1328.36,12,28.864977,-98.338345,TX,NA,yes,7,7,7
08208000,"Atascosa Rv at Whitsett, TX",Non-ref,SEPlains,2972.153,12,28.622209,-98.281399,TX,NA,yes,76,59,19
08210000,"Nueces Rv nr Three Rivers, TX",Non-ref,WestPlains,39967.6,12,28.427495,-98.178063,TX,NA,yes,94,60,20
08210400,"Lagarto Ck nr George West, TX",Ref,WestPlains,401.7015,12,28.059735,-98.096948,TX,NA,yes,24,24,7
08211000,"Nueces Rv nr Mathis, TX",Non-ref,WestPlains,42743.65,12,28.038347,-97.860277,TX,NA,yes,70,60,20
08211500,"Nueces Rv at Calallen, TX",Non-ref,WestPlains,43211.08,12,27.883077,-97.625273000000007,TX,NA,yes,16,16,16
08211520,"Oso Ck at Corpus Christi, TX",Non-ref,SECstPlain,227.5173,12,27.711419,-97.501938,TX,NA,yes,37,37,20
08211800,"San Diego Ck at Alice, TX",Non-ref,WestPlains,819.9954,12,27.766693,-98.075558,TX,NA,NA,26,26,0
08211900,"San Fernando Ck at Alice, TX",Non-ref,WestPlains,1303.694,12,27.772526,-98.033613,TX,NA,yes,31,31,10
08212400,"LOS OLMOS CREEK NR FALFURRIAS, TX",Ref,WestPlains,1236.468,12,27.264486,-98.135838,TX,NA,yes,26,26,10
08213500,"RIO GRANDE AT THIRTYMILE BRIDGE, NR CREEDE, CO.",Non-ref,WestMnts,417.267,13,37.724722,-107.255609,CO,NA,NA,84,49,9
08214500,"NORTH CLEAR CREEK BL CONTINENTAL RESERVOIR, CO.",Non-ref,WestMnts,131.5638,13,37.888332,-107.203386,CO,NA,NA,69,49,9
08216500,"WILLOW CREEK AT CREEDE, CO.",Non-ref,WestMnts,93.4272,13,37.85611,-106.927546,CO,NA,NA,31,31,0
08217500,"RIO GRANDE AT WAGON WHEEL GAP, CO",Non-ref,WestMnts,1980.42,13,37.766946,-106.831433,CO,NA,NA,48,48,10
08218500,"GOOSE CREEK AT WAGONWHEEL GAP, CO.",Non-ref,WestMnts,235.8963,13,37.751947,-106.830044,CO,NA,NA,37,37,2
08219500,"SOUTH FORK RIO GRANDE AT SOUTH FORK, CO.",Non-ref,WestMnts,545.895,13,37.656949,-106.649208,CO,NA,NA,80,55,15
08220000,"RIO GRANDE NEAR DEL NORTE, CO.",Non-ref,WestMnts,3397.657,13,37.689448,-106.46115,CO,NA,yes,103,60,20
08220500,"PINOS CREEK NEAR DEL NORTE, CO.",Non-ref,WestMnts,178.8516,13,37.591671,-106.450038,CO,NA,NA,38,33,0
08221500,"RIO GRANDE NEAR MONTE VISTA, CO.",Non-ref,WestMnts,3996.883,13,37.609447,-106.148918,CO,NA,NA,54,31,0
08223000,"RIO GRANDE AT ALAMOSA, CO.",Non-ref,WestMnts,4190.796,13,37.481393,-105.880022,CO,NA,NA,73,36,5
08224500,"KERBER CR ABV LITTLE KERBER CR NR VILLA GROVE, CO",Non-ref,WestMnts,117.9783,13,38.220277,-106.089741,CO,NA,NA,58,42,9
08227000,"SAGUACHE CREEK NEAR SAGUACHE, CO.",Non-ref,WestMnts,1327.304,13,38.163333,-106.290583,CO,NA,NA,87,50,17
08227500,"NORTH CRESTONE CREEK NEAR CRESTONE, CO.",Ref,WestMnts,33.3342,13,38.01361,-105.692788,CO,NA,NA,34,32,0
08230500,"CARNERO CREEK NEAR LA GARITA, CO.",Non-ref,WestMnts,272.898,13,37.859723,-106.319477,CO,NA,NA,39,32,0
08231000,"LA GARITA CREEK NEAR LA GARITA, CO.",Non-ref,WestMnts,161.2557,13,37.813335,-106.318644,CO,NA,NA,47,41,9
08236000,"ALAMOSA RIVER ABOVE TERRACE RESERVOIR, CO.",Ref,WestMnts,275.1822,13,37.374728,-106.334756,CO,NA,NA,55,33,0
08238000,"LA JARA CREEK AT GALLEGOS RANCH, NR CAPULIN, CO.",Non-ref,WestMnts,266.5143,13,37.208897,-106.188363,CO,NA,NA,34,33,0
08240000,"RIO GRANDE AB MOUTH TRINCHERA C NR LASAUSES, CO.",Non-ref,WestMnts,14797.6,13,37.31612,-105.742796,CO,NA,NA,62,49,9
08240500,"TRINCHERA C AB TURNERS RANCH, NR FT GARLAND, CO.",Ref,WestMnts,136.9035,13,37.374733,-105.29501,CO,NA,NA,48,32,0
08241500,"SANGRE DE CRISTO CREEK NEAR FORT GARLAND, CO.",Non-ref,WestMnts,472.5999,13,37.425009,-105.415011,CO,NA,NA,37,32,0
08242500,"UTE CREEK NEAR FORT GARLAND, CO.",Non-ref,WestMnts,104.8725,13,37.44723,-105.425566,CO,NA,NA,67,41,9
08243500,"TRINCHERA CREEK BELOW SMITH RES, NR BLANCA, CO.",Non-ref,WestMnts,1023.773,13,37.38612,-105.551125,CO,NA,NA,44,33,0
08245000,"CONEJOS RIVER BELOW PLATORO RESERVOIR, CO.",Non-ref,WestMnts,105.8085,13,37.355006,-106.544203,CO,NA,yes,57,57,20
08246500,"CONEJOS RIVER NEAR MOGOTE, CO.",Non-ref,WestMnts,729.6696,13,37.0539,-106.187527,CO,NA,yes,99,60,20
08247500,"SAN ANTONIO RIVER AT ORTIZ, CO.",Non-ref,WestMnts,300.735,13,36.993069,-106.038632,NM,NA,yes,69,60,20
08248000,"LOS PINOS RIVER NEAR ORTIZ, CO.",Non-ref,WestMnts,396.1368,13,36.982236,-106.073633,NM,NA,yes,90,60,20
08248500,"SAN ANTONIO RIVER AT MOUTH, NEAR MANASSA, CO.",Non-ref,WestMnts,983.4192,13,37.176956,-105.878076,CO,NA,NA,59,33,0
08249000,"CONEJOS RIVER NEAR LASAUSES, CO.",Non-ref,WestMnts,2043.044,13,37.300288,-105.746963,CO,NA,yes,88,60,20
08250000,"CULEBRA CREEK AT SAN LUIS, CO.",Non-ref,WestMnts,649.8225,13,37.183904,-105.425845,CO,NA,NA,64,42,9
08252000,RIO GRANDE AT COLORADO-NEW MEXICO STATE LINE,Non-ref,WestMnts,19899.92,13,37.000852,-105.722514,CO,NA,NA,29,29,0
08252500,"COSTILLA CREEK ABOVE COSTILLA DAM, NM",Non-ref,WestMnts,65.6028,13,36.898361,-105.254667,NM,NA,yes,0,0,0
08253000,"CASIAS CREEK NEAR COSTILLA, NM",Non-ref,WestMnts,48.9411,13,36.896856,-105.260458,NM,NA,yes,0,0,0
08253500,"SANTISTEVAN CREEK NEAR COSTILLA, NM",Ref,WestMnts,6.633,13,36.884167,-105.281111,NM,NA,yes,0,0,0
08254000,"COSTILLA CREEK BELOW COSTILLA DAM, NM",Non-ref,WestMnts,142.5555,13,36.872806,-105.283667,NM,NA,yes,41,38,0
08255500,"COSTILLA CREEK NEAR COSTILLA, NM",Non-ref,WestMnts,565.8138,13,36.966967,-105.506953,NM,NA,yes,67,60,20
08261000,"COSTILLA CREEK NEAR GARCIA, CO",Non-ref,WestMnts,570.1383,13,36.989028,-105.532458,CO,NA,yes,0,0,0
08263000,"LATIR CREEK NEAR CERRO, NM",Ref,WestXeric,28.5768,13,36.829192,-105.547785,NM,NA,NA,25,21,0
08263500,"RIO GRANDE NEAR CERRO, NM",Non-ref,WestMnts,21799.12,13,36.734745,-105.685285,NM,NA,yes,60,59,19
08265000,"RED RIVER NEAR QUESTA, NM",Non-ref,WestMnts,290.1681,13,36.703360000000004,-105.56834,NM,NA,yes,79,60,20
08266000,"CABRESTO CREEK NEAR QUESTA, NM",Non-ref,WestMnts,93.17609,13,36.730582,-105.553894,NM,NA,NA,53,47,7
08266820,"RED RIVER BELOW FISH HATCHERY, NEAR QUESTA, NM",Non-ref,WestMnts,465.3193,13,36.68169,-105.656397,NM,NA,yes,31,31,20
08267000,"RED RIVER AT MOUTH, NEAR QUESTA, NM",Non-ref,WestMnts,487.6146,13,36.648078,-105.693342,NM,NA,NA,27,27,0
08267500,"RIO HONDO NEAR VALDEZ, NM",Ref,WestMnts,96.2577,13,36.541693,-105.556398,NM,yes,yes,75,60,20
08268500,"ARROYO HONDO AT ARROYO HONDO, NM",Non-ref,WestXeric,173.3184,13,36.532245,-105.685567,NM,NA,NA,67,36,0
08268700,"RIO GRANDE NEAR ARROYO HONDO, NM",Non-ref,WestMnts,22820.73,13,36.534467,-105.710012,NM,NA,NA,35,35,9
08269000,"RIO PUEBLO DE TAOS NEAR TAOS, NM",Ref,WestMnts,163.2663,13,36.439472,-105.50362,NM,yes,yes,58,48,20
08271000,"RIO LUCERO NEAR ARROYO SECO, NM",Ref,WestMnts,43.7742,13,36.508361,-105.530842,NM,yes,yes,65,48,20
08275300,"RIO PUEBLO DE TAOS NEAR RANCHITO, NM",Non-ref,WestMnts,487.1808,13,36.393914,-105.623623,NM,NA,NA,23,23,0
08275500,"RIO GRANDE DEL RANCHO NEAR TALPA, NM",Non-ref,WestMnts,207.8658,13,36.297804,-105.582512,NM,NA,yes,54,54,20
08275600,"RIO CHIQUITO NEAR TALPA, NM",Ref,WestMnts,98.4915,13,36.331971,-105.578901,NM,NA,NA,23,23,0
08276300,"RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM",Non-ref,WestMnts,995.1879,13,36.377524,-105.668624,NM,NA,yes,52,52,20
08276500,"RIO GRANDE BLW TAOS JUNCTION BRIDGE NEAR TAOS, NM",Non-ref,WestMnts,16910.6,13,36.320023,-105.754459,NM,NA,yes,84,60,20
08277470,"RIO PUEBLO NR PENASCO, NM",Ref,WestMnts,258.0012,13,36.168467,-105.602789,NM,NA,yes,17,17,17
08279000,"EMBUDO CREEK AT DIXON, NM",Non-ref,WestMnts,825.1877,13,36.210856,-105.913631,NM,NA,yes,76,53,20
08279500,"RIO GRANDE AT EMBUDO, NM",Non-ref,WestMnts,26130.4,13,36.205578,-105.964187,NM,NA,yes,101,60,20
08281100,"RIO GRANDE ABOVE SAN JUAN PUEBLO, NM",Non-ref,WestMnts,26528.88,13,36.056967,-106.082246,NM,NA,NA,23,23,0
08284100,"RIO CHAMA NEAR LA PUENTE, NM",Non-ref,WestMnts,1223.974,13,36.662515,-106.633092,NM,NA,yes,54,54,20
08284200,"WILLOW C AB HERON RE NR LOS OJOS, NM",Non-ref,WestMnts,286.4277,13,36.742514,-106.626703,NM,NA,yes,45,45,19
08285500,"RIO CHAMA BELOW EL VADO DAM, NM",Non-ref,WestMnts,2247.896,13,36.580015,-106.723926,NM,NA,yes,73,60,20
08286500,"RIO CHAMA ABOVE ABIQUIU RESERVOIR, NM",Non-ref,WestMnts,4146.737,13,36.31835,-106.597814,NM,NA,yes,48,48,20
08287000,"RIO CHAMA BELOW ABIQUIU DAM, NM",Non-ref,WestMnts,5561.557,13,36.236685,-106.416976,NM,NA,yes,47,47,20
08289000,"RIO OJO CALIENTE AT LA MADERA, NM",Non-ref,WestMnts,1066.925,13,36.349742,-106.044188,NM,NA,yes,77,60,20
08290000,"RIO CHAMA NEAR CHAMITA, NM",Non-ref,WestMnts,7958.134,13,36.073911,-106.111691,NM,NA,yes,88,60,20
08291000,"SANTA CRUZ RIVER NEAR CUNDIYO, NM",Non-ref,WestMnts,238.815,13,35.964748,-105.904465,NM,NA,yes,77,60,20
08294195,"RIO NAMBE ABOVE NAMBE FALLS DAM NEAR NAMBE, NM",Ref,WestMnts,78.6006,13,35.850056,-105.894444,NM,NA,yes,8,8,8
08294210,"RIO NAMBE BELOW NAMBE FALLS DAM NEAR NAMBE, NM",Non-ref,WestMnts,87.4377,13,35.846139,-105.905299,NM,NA,yes,29,29,20
08302500,"TESUQUE CREEK ABOVE DIVERSIONS NEAR SANTA FE, NM",Ref,WestMnts,29.6964,13,35.74,-105.898333,NM,NA,yes,27,14,12
08305030,"LITTLE TESUQUE CR AT BISHOPS LODGE NR SANTA FE, NM",Non-ref,WestMnts,19.9755,13,35.73111,-105.91139,NM,NA,yes,10,10,10
08313000,"RIO GRANDE AT OTOWI BRIDGE, NM",Non-ref,WestMnts,28381.49,13,35.874747,-106.142247,NM,NA,yes,101,59,19
08314500,"RIO GRANDE AT COCHITI, NM",Non-ref,WestMnts,37140.01,13,35.632253,-106.319471,NM,NA,NA,44,21,0
08315480,"SANTA FE R ABV MCCLURE RES (8 FT), NR SANTA FE, NM",Ref,WestMnts,35.091,13,35.688694,-105.824083,NM,NA,yes,11,11,11
08316000,"SANTA FE RIVER NEAR SANTA FE, NM",Non-ref,WestMnts,47.3652,13,35.686698,-105.843631,NM,NA,yes,93,60,20
08317200,"SANTA FE RIVER ABOVE COCHITI LAKE, NM",Non-ref,WestXeric,591.4669,13,35.546978,-106.228634,NM,NA,yes,34,34,15
08317400,"RIO GRANDE BELOW COCHITI DAM, NM",Non-ref,WestMnts,37162.64,13,35.617809,-106.324471,NM,NA,yes,38,38,19
08317950,"GALISTEO CREEK BELOW GALISTEO DAM, NM",Non-ref,WestXeric,1536.176,13,35.465592,-106.216412,NM,NA,yes,39,39,20
08318000,"GALISTEO C AT DOMINGO, NM",Non-ref,WestXeric,1723.524,13,35.511979,-106.317524,NM,NA,NA,29,21,0
08319000,"RIO GRANDE AT SAN FELIPE, NM",Non-ref,WestMnts,40850.5,13,35.444202,-106.440304,NM,NA,yes,80,60,20
08321500,"JEMEZ R BL EAST FORK NR JEMEZ SPRINGS, NM",Ref,WestMnts,449.2485,13,35.827523,-106.648091,NM,NA,NA,27,27,1
08323000,"RIO GUADALUPE AT BOX CANYON NEAR JEMEZ, NM",Non-ref,WestMnts,607.5924,13,35.731136,-106.762815,NM,NA,NA,33,33,7
08324000,"JEMEZ RIVER NEAR JEMEZ, NM",Ref,WestMnts,1207.948,13,35.661694,-106.743369,NM,yes,yes,61,57,20
08329000,"JEMEZ RIVER BELOW JEMEZ CANYON DAM, NM",Non-ref,WestMnts,2660.62,13,35.390037,-106.534749,NM,NA,yes,67,60,20
08329500,"RIO GRANDE NEAR BERNALILLO, NM",Non-ref,WestMnts,44022.91,13,35.284762,-106.596415,NM,NA,NA,28,20,0
08329700,"CAMPUS WASH AT ALBUQUERQUE, NM",Non-ref,WestXeric,14.7879,13,35.09389,-106.62361,NM,NA,yes,13,13,13
08329720,"EMBUDO ARROYO AT ALBUQUERQUE, NM",Non-ref,WestMnts,11.4093,13,35.10222,-106.4925,NM,NA,yes,4,4,4
08329840,"HAHN ARROYO IN ALBUQUERQUE, NM",Non-ref,WestXeric,10.9881,13,35.12588,-106.5903,NM,NA,yes,6,6,6
08329870,"BEAR ARROYO AT JEFFERSON ST AT ALBQ, NM",Non-ref,WestMnts,40.8294,13,35.15083,-106.59778,NM,NA,yes,1,1,1
08329882,"PINO ARROYO AT JEFFERSON ST. AT ALBUQUERQUE, NM",Non-ref,WestMnts,18.0864,13,35.15944,-106.5975,NM,NA,yes,3,3,3
08329918,"RIO GRANDE AT ALAMEDA BRIDGE AT ALAMEDA, NM",Non-ref,WestMnts,44372.07,13,35.19772,-106.64278,NM,NA,yes,5,5,5
08329928,"RIO GRANDE NR ALAMEDA, NM",Non-ref,WestMnts,44583.7,13,35.182,-106.651944,NM,NA,yes,12,12,12
08330000,"RIO GRANDE AT ALBUQUERQUE, NM",Non-ref,WestMnts,44888.84,13,35.089213,-106.680304,NM,NA,yes,67,60,20
08330600,"TIJERAS ARROYO NR ALBUQUERQUE, NM",Non-ref,WestMnts,335.5875,13,35.00194,-106.6575,NM,NA,yes,11,11,11
08330875,"RIO GRANDE AT ISLETA LAKES NR ISLETA, NM",Non-ref,WestMnts,45704.88,13,34.94667,-106.68028,NM,NA,yes,7,7,7
08331160,"RIO GRANDE NEAR BOSQUE FARMS, NM",Non-ref,WestMnts,46003.098,13,34.87056,-106.72,NM,NA,yes,2,2,2
08331510,"RIO GRANDE AT STATE HWY 346 NEAR BOSQUE, NM",Non-ref,WestMnts,47679.037,13,34.545,-106.76306,NM,NA,yes,3,3,3
