STAID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
10403000,1571.8,1922,1356,1566,96.7,1356,0.381,0.371,8.2,203.0,-0.921,-0.391
10406500,1834.7,2517,1327,1781,325.0,1351,0.427,0.382,19.9,330.9,0.874,-0.486
11012000,1074.8,1934,178,1068,368.2,178,0.511,0.507,18.8,241.7,-0.474,-0.880
11014000,490.9,1128,158,443,200.5,158,0.343,0.294,19.4,267.2,-0.048,-0.999
11015000,1330.9,1942,1001,1323,167.9,1002,0.351,0.342,17.6,239.9,-0.501,-0.865
11016200,907.1,1967,149,842,368.3,174,0.417,0.381,17.9,268.3,-0.030,-1.000
11022200,369.1,679,166,376,100.9,173,0.396,0.409,14.0,273.9,0.068,-0.998
11022480,640.4,1967,88,539,402.5,89,0.294,0.240,18.5,271.0,0.017,-1.000
11022500,629.3,1967,63,526,403.4,66,0.297,0.243,18.4,269.4,-0.010,-1.000
11023000,570.0,1967,7,469,412.0,9,0.287,0.236,17.3,264.9,-0.088,-0.996
11023330,283.8,808,128,241,129.3,131,0.229,0.166,12.7,257.6,-0.216,-0.977
11023340,263.0,808,80,226,120.4,116,0.251,0.201,12.8,253.7,-0.280,-0.960
11025500,891.8,1731,263,915,284.8,269,0.428,0.444,20.2,230.9,-0.631,-0.776
11026000,835.2,1731,161,878,305.5,186,0.429,0.457,20.0,225.3,-0.704,-0.710
11027000,653.6,1276,179,605,156.6,217,0.433,0.388,13.0,242.2,-0.467,-0.884
11028500,561.3,994,401,497,139.0,400,0.270,0.162,8.7,262.8,-0.125,-0.992
11031500,1399.3,1964,896,1438,228.5,896,0.471,0.507,24.2,240.2,-0.497,-0.868
11033000,1374.7,1870,853,1389,209.2,854,0.513,0.527,20.4,146.4,-0.833,0.554
11040000,955.6,1986,82,977,419.4,85,0.459,0.470,19.8,248.2,-0.371,-0.929
11041000,771.0,1986,36,824,473.9,38,0.377,0.404,17.8,249.0,-0.359,-0.933
11042000,717.1,1986,6,673,491.3,18,0.359,0.337,17.0,248.1,-0.374,-0.928
11042400,1119.3,1870,488,1120,280.6,508,0.457,0.457,17.0,298.3,0.473,-0.881
11042631,572.3,1344,309,488,225.8,315,0.254,0.173,16.8,329.1,0.858,-0.514
11042700,516.2,807,337,530,109.5,338,0.381,0.411,10.2,127.2,-0.605,0.796
11042800,484.1,830,317,460,87.1,321,0.326,0.279,8.0,257.9,-0.210,-0.978
11042900,611.1,1381,320,591,188.9,325,0.274,0.255,8.4,255.8,-0.245,-0.970
11043000,520.6,1381,296,469,160.6,303,0.207,0.159,8.3,243.0,-0.454,-0.891
11044000,806.8,2077,291,714,365.2,327,0.289,0.237,11.6,264.2,-0.101,-0.995
11044250,425.4,717,166,411,107.9,191,0.471,0.445,19.0,233.0,-0.602,-0.799
11044300,783.8,2077,99,682,369.7,102,0.346,0.295,12.0,262.4,-0.132,-0.991
11044350,380.9,618,119,378,92.4,127,0.525,0.519,15.1,212.6,-0.842,-0.539
11044500,768.3,2077,85,661,372.1,86,0.343,0.289,12.2,261.8,-0.143,-0.990
11044800,405.4,859,84,374,183.3,100,0.415,0.374,18.9,157.3,-0.922,0.386
11045300,183.0,279,56,192,44.9,62,0.569,0.610,6.1,253.8,-0.279,-0.960
11046000,701.0,2077,2,598,395.1,23,0.337,0.287,12.5,254.6,-0.266,-0.964
11046090,205.2,676,34,173,116.7,36,0.267,0.217,13.8,188.1,-0.990,-0.141
11046100,187.1,676,12,167,108.4,13,0.264,0.233,14.1,189.2,-0.987,-0.159
11046250,322.5,958,5,240,221.3,5,0.333,0.247,18.1,241.8,-0.472,-0.882
11046300,646.6,1078,124,659,153.5,190,0.548,0.561,21.5,224.5,-0.713,-0.701
11046360,267.9,766,30,227,154.1,30,0.323,0.268,16.2,230.6,-0.635,-0.773
11046500,475.0,1368,50,406,288.9,51,0.322,0.270,21.2,232.9,-0.603,-0.797
11046530,460.6,1368,30,384,292.2,31,0.322,0.265,20.8,235.2,-0.570,-0.821
11047000,554.1,1729,58,403,366.5,61,0.297,0.206,23.7,230.2,-0.640,-0.768
11047300,423.2,1729,25,285,351.1,25,0.234,0.153,19.1,233.3,-0.597,-0.802
11047500,298.9,722,133,260,113.1,134,0.282,0.216,11.4,233.9,-0.590,-0.808
11048200,290.3,494,134,294,90.7,135,0.434,0.444,15.3,232.6,-0.607,-0.795
11048500,171.4,532,21,132,105.6,22,0.294,0.217,7.2,265.4,-0.081,-0.997
11048553,128.9,346,16,120,66.9,17,0.342,0.315,12.1,343.2,0.957,-0.289
11048600,117.4,353,7,97,69.7,7,0.319,0.260,9.9,335.8,0.912,-0.410
11051499,2071.0,3444,595,2137,481.8,623,0.518,0.541,27.2,319.5,0.761,-0.649
11051500,2071.0,3444,595,2137,481.8,623,0.518,0.541,27.2,321.2,0.779,-0.627
11054000,2073.8,3408,897,2056,584.3,914,0.469,0.462,44.4,253.3,-0.288,-0.958
11055500,1216.3,1985,483,1165,352.6,488,0.488,0.454,30.9,217.2,-0.797,-0.604
11055800,1197.0,1962,491,1171,330.8,488,0.480,0.462,34.4,216.7,-0.802,-0.597
11056500,1872.4,2686,1331,1822,384.7,1338,0.400,0.362,38.2,218.9,-0.779,-0.627
11057000,902.6,2686,393,790,354.5,394,0.222,0.173,14.1,253.2,-0.288,-0.958
11057500,880.7,2686,316,780,361.3,317,0.238,0.196,13.8,258.5,-0.199,-0.980
11058000,815.0,1182,447,816,166.8,473,0.501,0.502,33.6,222.5,-0.737,-0.676
11058500,1096.3,1873,495,1092,298.6,518,0.436,0.433,36.5,199.0,-0.945,-0.326
11058600,1129.9,1651,634,1106,228.0,634,0.488,0.464,40.3,202.0,-0.927,-0.374
11059300,1661.0,3477,293,1876,773.4,292,0.430,0.497,26.0,277.1,0.124,-0.992
11060400,344.3,532,298,342,31.5,299,0.198,0.188,1.9,168.6,-0.980,0.198
11062000,1697.8,3059,730,1674,497.9,730,0.416,0.405,43.5,94.1,-0.072,0.997
11062001,1696.5,3059,730,1674,497.3,730,0.415,0.405,43.5,95.6,-0.098,0.995
11063000,1209.3,2098,803,1183,200.0,817,0.314,0.293,19.7,161.7,-0.950,0.313
11063500,1448.5,2542,805,1432,357.0,805,0.370,0.361,29.8,101.5,-0.200,0.980
11063510,1273.4,2542,800,1219,273.3,794,0.272,0.241,22.4,136.7,-0.728,0.686
11063680,1168.2,1639,634,1144,245.7,640,0.532,0.507,39.0,213.5,-0.834,-0.552
11065000,1250.1,3059,305,1188,532.4,313,0.343,0.321,27.3,132.4,-0.675,0.738
11066460,1127.6,3450,212,922,742.0,212,0.283,0.219,20.7,232.3,-0.611,-0.792
11066500,1131.1,3444,201,930,753.9,213,0.287,0.225,19.6,238.6,-0.521,-0.854
11067000,1604.6,2692,885,1595,370.6,885,0.398,0.393,50.9,169.4,-0.983,0.184
11069500,1603.0,3278,581,1554,397.7,581,0.379,0.361,24.2,251.0,-0.325,-0.946
11070000,1167.5,2076,673,1181,224.6,696,0.352,0.362,21.4,287.2,0.296,-0.955
11070210,1060.0,3278,428,966,525.2,433,0.222,0.189,17.1,263.8,-0.108,-0.994
11070365,912.4,3278,428,688,512.8,429,0.170,0.091,13.9,249.2,-0.355,-0.935
11070375,910.2,3278,426,685,512.6,427,0.170,0.091,13.9,249.0,-0.358,-0.934
11070465,555.4,1359,430,484,146.8,430,0.135,0.058,7.7,297.1,0.456,-0.890
11070500,829.4,3278,389,599,483.1,389,0.152,0.073,12.6,253.6,-0.283,-0.959
11072100,747.0,3278,179,550,451.8,180,0.183,0.120,12.9,266.4,-0.063,-0.998
11073000,2025.9,3059,1043,2048,418.4,1043,0.488,0.499,50.3,241.1,-0.483,-0.875
11073001,2025.9,3059,1043,2048,418.4,1043,0.488,0.499,50.3,243.6,-0.445,-0.896
11073300,1477.5,3059,222,1470,709.6,222,0.443,0.440,40.8,214.1,-0.829,-0.560
11073360,1050.4,3059,208,824,795.9,211,0.295,0.216,27.1,210.6,-0.860,-0.509
11073470,1633.3,2679,729,1589,475.5,804,0.464,0.441,51.4,199.0,-0.945,-0.326
11073495,638.5,2692,199,420,519.1,199,0.176,0.089,13.5,188.0,-0.990,-0.140
11074000,858.0,3450,137,551,698.1,137,0.218,0.125,16.8,218.2,-0.786,-0.618
11075720,330.3,518,124,344,77.2,134,0.524,0.558,18.7,210.5,-0.862,-0.508
11075800,888.1,1719,368,877,305.5,370,0.385,0.377,36.5,250.7,-0.330,-0.944
11077500,553.2,1719,34,478,308.3,35,0.308,0.264,25.4,257.2,-0.221,-0.975
11078000,831.8,3444,23,559,638.0,25,0.236,0.157,15.6,229.6,-0.649,-0.761
11080500,1638.7,3045,482,1660,551.1,491,0.451,0.460,51.4,231.1,-0.628,-0.778
11082000,1299.9,2585,457,1264,416.3,488,0.396,0.379,42.8,188.8,-0.988,-0.154
11084500,903.7,1625,288,878,257.7,288,0.461,0.441,39.2,155.2,-0.908,0.420
11085000,1293.5,3045,74,1232,570.7,139,0.410,0.390,44.4,203.8,-0.915,-0.404
11086300,982.1,1698,414,929,281.3,414,0.442,0.401,35.9,245.5,-0.415,-0.910
11086500,756.5,1085,408,755,156.7,408,0.515,0.513,35.9,212.7,-0.842,-0.540
11087020,851.9,3045,66,733,663.1,66,0.264,0.224,29.2,231.2,-0.626,-0.780
11087500,842.1,3045,56,721,663.8,57,0.263,0.222,29.0,232.6,-0.607,-0.795
11088000,819.2,3045,4,691,667.9,6,0.268,0.226,28.2,230.9,-0.631,-0.776
11088500,256.7,445,64,275,81.1,66,0.506,0.554,13.0,209.1,-0.874,-0.487
11089000,243.4,445,49,267,90.0,52,0.491,0.551,12.4,209.5,-0.870,-0.493
11089500,150.9,387,48,130,56.8,91,0.304,0.242,6.0,201.8,-0.929,-0.371
11090200,109.1,387,41,103,57.8,43,0.197,0.179,4.1,214.9,-0.821,-0.571
11092450,361.1,1127,201,304,149.1,201,0.173,0.111,9.4,157.7,-0.925,0.380
11093000,1187.8,1982,560,1194,280.1,578,0.442,0.446,36.1,247.6,-0.381,-0.925
11094000,1411.6,2171,816,1395,237.1,816,0.440,0.427,29.8,226.5,-0.689,-0.725
11095500,1292.6,2171,482,1297,298.5,496,0.480,0.483,34.1,222.7,-0.735,-0.678
11096500,749.9,1575,328,728,253.5,329,0.338,0.321,27.3,225.1,-0.706,-0.708
11097000,1100.6,2171,287,1145,406.1,291,0.432,0.455,31.4,227.7,-0.674,-0.739
11097500,617.6,2171,89,412,457.0,91,0.254,0.155,17.9,195.4,-0.964,-0.265
11098000,1096.0,1872,433,1084,305.0,444,0.461,0.452,42.8,234.6,-0.579,-0.816
11098500,576.4,2171,25,377,459.8,32,0.257,0.164,17.2,196.4,-0.959,-0.282
11100000,1084.3,1737,451,1092,243.5,451,0.492,0.498,44.1,183.4,-0.998,-0.059
11101250,471.3,1852,63,258,422.7,65,0.228,0.109,19.6,189.2,-0.987,-0.161
11101500,409.9,1852,60,224,396.9,61,0.195,0.092,15.9,183.7,-0.998,-0.065
11102000,80.8,102,60,81,9.9,61,0.496,0.500,0.1,235.4,-0.568,-0.823
11102300,383.2,1852,55,200,390.7,55,0.183,0.081,14.8,186.3,-0.994,-0.110
11102500,365.7,1852,28,182,388.0,33,0.185,0.084,14.0,187.8,-0.991,-0.135
11103000,493.4,2171,3,302,457.2,8,0.226,0.138,15.2,192.6,-0.976,-0.218
11103500,111.4,537,2,72,93.8,8,0.205,0.131,5.7,207.6,-0.886,-0.463
11104000,414.0,776,85,410,97.7,85,0.476,0.470,21.2,101.6,-0.201,0.980
11105500,378.2,939,134,351,122.9,134,0.303,0.270,18.9,203.3,-0.918,-0.396
11105510,374.1,939,6,349,126.0,6,0.395,0.368,19.6,193.2,-0.973,-0.229
11105850,474.6,1104,225,445,164.2,226,0.284,0.250,15.8,237.9,-0.531,-0.847
11106550,318.4,1104,21,283,174.2,21,0.275,0.242,12.8,229.6,-0.648,-0.762
11107745,1042.6,2046,550,998,237.9,551,0.329,0.299,21.2,273.7,0.064,-0.998
11108134,990.9,1763,420,997,278.9,403,0.425,0.430,28.6,208.3,-0.881,-0.473
11108145,878.7,1763,295,892,323.9,297,0.398,0.407,25.6,198.9,-0.946,-0.324
11108500,829.9,2046,244,830,313.5,246,0.325,0.325,21.7,240.6,-0.491,-0.871
11109000,819.8,2046,218,817,315.7,218,0.329,0.328,21.9,243.9,-0.440,-0.898
11109395,1229.0,2442,812,1135,309.7,812,0.256,0.198,17.3,142.4,-0.792,0.611
11109525,1488.9,2691,688,1539,369.1,690,0.400,0.425,22.3,140.3,-0.770,0.638
11109600,1385.2,2691,325,1437,416.8,325,0.448,0.470,26.0,139.9,-0.765,0.644
11109800,1294.8,2691,270,1316,467.2,273,0.423,0.432,26.1,142.9,-0.798,0.603
11110500,781.3,1457,182,761,280.7,183,0.470,0.454,32.6,149.9,-0.865,0.502
11111500,1497.1,2274,1076,1475,198.9,1087,0.351,0.333,26.5,194.5,-0.968,-0.250
11113000,1251.5,2274,180,1255,333.1,184,0.512,0.513,32.7,179.1,-1.000,0.016
11113500,996.0,2039,186,990,435.8,186,0.437,0.434,34.4,199.2,-0.944,-0.329
11114000,948.5,2691,19,936,485.1,19,0.348,0.343,24.8,195.4,-0.964,-0.266
11114495,1162.0,1835,429,1187,315.3,429,0.521,0.539,38.3,151.0,-0.875,0.484
11114500,1136.1,1835,355,1156,328.8,355,0.528,0.541,38.7,145.2,-0.821,0.571
11115500,1099.7,1835,280,1113,347.6,280,0.527,0.536,38.9,145.7,-0.826,0.564
11116000,930.8,1523,348,934,243.7,348,0.496,0.499,36.4,204.3,-0.912,-0.411
11116550,1034.1,1835,230,1024,350.3,233,0.501,0.495,38.3,168.2,-0.979,0.204
11117500,575.0,1674,97,467,340.8,99,0.303,0.235,24.7,238.4,-0.525,-0.851
11117600,660.9,1439,181,597,283.2,181,0.382,0.331,31.2,170.7,-0.987,0.161
11117800,695.9,1449,190,685,307.6,190,0.402,0.393,31.7,161.7,-0.949,0.314
11118000,469.6,1449,74,370,308.3,74,0.288,0.215,24.5,151.7,-0.880,0.474
11118500,702.1,1835,66,623,428.7,78,0.360,0.315,29.1,191.7,-0.979,-0.203
11119500,583.5,1426,42,514,307.9,44,0.391,0.341,32.6,207.5,-0.887,-0.461
11119745,616.8,1209,102,607,300.9,124,0.465,0.456,30.3,215.2,-0.817,-0.576
11119750,495.3,1209,38,426,337.3,36,0.390,0.331,25.2,215.1,-0.818,-0.575
11119780,414.2,1192,58,322,303.1,58,0.314,0.233,26.4,214.2,-0.827,-0.562
11119940,424.3,1099,22,338,309.2,22,0.373,0.293,23.5,214.4,-0.825,-0.566
11120000,310.7,1137,6,153,321.4,6,0.269,0.130,17.8,220.1,-0.765,-0.645
11120500,516.4,937,36,576,246.6,37,0.533,0.599,24.6,179.7,-1.000,0.005
11120510,371.6,937,5,323,289.3,6,0.393,0.341,19.6,190.9,-0.982,-0.189
11120520,337.3,866,19,298,247.3,19,0.376,0.329,21.3,177.4,-0.999,0.045
11120550,298.4,852,33,272,135.7,51,0.324,0.292,22.1,244.0,-0.439,-0.899
11123000,1032.1,2081,383,1040,321.5,400,0.382,0.387,31.9,223.0,-0.732,-0.682
11123500,934.1,2081,236,907,352.5,242,0.378,0.364,31.2,234.7,-0.578,-0.816
11124500,1023.6,1999,244,1032,384.1,256,0.444,0.449,33.5,218.7,-0.780,-0.626
11125600,629.6,1302,207,588,252.0,207,0.386,0.348,28.8,15.0,0.966,0.259
11126000,883.0,2081,170,857,385.6,188,0.373,0.359,30.1,230.6,-0.634,-0.773
11126500,492.0,1406,163,417,245.5,174,0.265,0.204,17.8,227.0,-0.682,-0.731
11128250,511.0,1369,172,409,262.2,172,0.283,0.198,19.0,230.8,-0.632,-0.775
11128500,755.1,2081,114,697,408.9,114,0.326,0.296,26.4,232.5,-0.609,-0.793
11129800,443.7,1306,150,355,224.0,157,0.254,0.177,20.0,213.0,-0.839,-0.544
11130500,695.5,2081,80,615,414.4,81,0.308,0.267,25.1,228.6,-0.662,-0.750
11131500,669.7,2081,58,573,417.1,61,0.302,0.255,24.8,230.4,-0.637,-0.771
11132500,279.8,545,73,275,91.7,75,0.438,0.428,17.3,270.4,0.007,-1.000
11133000,626.1,2081,30,492,417.7,31,0.291,0.225,24.0,232.9,-0.604,-0.797
11134000,611.5,2081,21,470,419.8,23,0.287,0.218,23.5,233.4,-0.596,-0.803
11134500,610.6,2081,18,470,420.1,19,0.287,0.219,23.5,232.3,-0.611,-0.792
11134800,263.4,600,34,239,113.8,36,0.405,0.362,21.5,38.3,0.785,0.620
11135800,309.5,527,178,308,62.6,178,0.377,0.372,11.0,243.9,-0.439,-0.898
11136100,248.2,583,35,245,86.8,37,0.389,0.383,12.6,242.4,-0.463,-0.886
11136800,1032.0,2635,231,989,375.5,234,0.333,0.315,19.3,329.3,0.860,-0.510
11137900,454.3,971,196,418,171.1,209,0.333,0.286,19.2,229.4,-0.651,-0.759
11138100,909.5,2635,125,839,413.8,168,0.313,0.284,19.9,311.0,0.656,-0.755
11138500,994.2,2081,193,955,371.1,193,0.424,0.404,34.2,281.5,0.199,-0.980
11139000,699.7,1573,173,660,255.7,181,0.376,0.348,29.7,240.3,-0.495,-0.869
11139500,537.4,979,169,540,150.7,169,0.455,0.458,29.7,225.2,-0.704,-0.710
11140000,809.0,2081,112,750,403.8,113,0.354,0.324,30.3,267.3,-0.046,-0.999
11140585,861.4,2635,74,793,421.7,76,0.307,0.281,22.8,296.2,0.441,-0.897
11141000,836.4,2635,21,772,435.8,21,0.312,0.287,22.2,292.2,0.379,-0.926
11141050,187.3,407,49,182,78.7,51,0.386,0.372,9.7,349.3,0.983,-0.185
11141150,349.4,842,176,325,115.2,179,0.260,0.224,17.8,242.6,-0.461,-0.888
11141280,551.1,867,175,563,133.7,175,0.544,0.561,37.1,156.7,-0.918,0.396
11141500,356.5,964,38,323,184.4,39,0.344,0.308,25.8,232.6,-0.608,-0.794
11142500,413.8,1085,12,394,198.7,12,0.374,0.356,28.1,234.4,-0.583,-0.813
11143000,779.0,1505,76,777,245.5,80,0.492,0.491,43.6,243.4,-0.447,-0.894
11143200,693.3,1539,77,677,282.5,98,0.422,0.410,30.3,323.7,0.806,-0.592
11143250,609.2,1539,14,582,310.2,16,0.390,0.372,28.7,321.0,0.777,-0.629
11143500,673.7,1234,415,619,187.5,416,0.316,0.249,18.8,246.8,-0.394,-0.919
11144000,583.9,1052,413,547,118.3,413,0.267,0.210,14.4,234.2,-0.585,-0.811
11145000,618.8,1234,352,561,175.6,352,0.302,0.237,17.6,240.3,-0.496,-0.869
11147000,483.9,736,304,482,81.0,317,0.416,0.412,17.4,188.9,-0.988,-0.155
11147070,444.7,702,264,439,63.8,265,0.413,0.400,18.4,142.9,-0.797,0.604
11147500,462.0,1234,203,444,165.4,203,0.251,0.234,14.5,229.5,-0.649,-0.760
11148500,603.2,1548,206,599,173.8,206,0.296,0.293,10.1,248.4,-0.367,-0.930
11148900,551.8,1138,254,521,180.6,256,0.337,0.302,21.3,125.9,-0.586,0.810
11149400,481.1,1138,181,434,171.2,181,0.314,0.264,19.5,115.2,-0.427,0.904
11149900,533.4,1785,247,461,233.6,248,0.186,0.139,19.5,185.9,-0.995,-0.102
11150500,515.9,1785,136,492,194.4,136,0.230,0.216,12.7,231.8,-0.618,-0.786
11151300,628.8,1351,139,598,234.0,148,0.404,0.379,20.0,242.0,-0.470,-0.883
11151700,487.3,1785,51,465,209.8,51,0.252,0.239,13.7,233.9,-0.589,-0.808
11151870,899.6,1785,239,891,262.7,292,0.427,0.422,39.0,83.1,0.120,0.993
11152000,759.1,1785,111,741,306.4,113,0.387,0.376,34.7,97.6,-0.132,0.991
11152050,674.8,1785,52,659,340.5,52,0.359,0.350,31.4,76.9,0.227,0.974
11152300,490.8,1785,23,466,232.6,26,0.265,0.251,14.9,232.7,-0.606,-0.796
11152500,485.3,1785,9,463,236.0,13,0.268,0.256,14.9,236.1,-0.558,-0.830
11152540,369.9,1080,67,322,205.4,68,0.299,0.252,19.9,321.4,0.782,-0.623
11152600,363.6,942,59,310,210.6,60,0.345,0.284,22.4,268.8,-0.020,-1.000
11152900,442.7,721,123,453,117.8,123,0.535,0.552,25.2,138.6,-0.751,0.661
11153000,424.1,1045,70,437,144.0,74,0.363,0.376,20.9,185.0,-0.996,-0.088
11153470,457.2,1091,206,419,172.7,207,0.284,0.241,29.6,92.4,-0.041,0.999
11153500,350.6,1091,134,303,166.2,134,0.226,0.177,24.0,93.1,-0.054,0.999
11153650,176.1,1076,48,118,138.5,48,0.125,0.068,10.4,181.2,-1.000,-0.021
11153700,286.3,1090,40,256,200.0,43,0.235,0.206,13.9,255.1,-0.257,-0.966
11153900,450.7,1152,151,410,199.2,154,0.299,0.259,26.7,91.5,-0.026,1.000
11154100,361.8,576,111,378,98.7,118,0.539,0.574,24.1,59.9,0.501,0.866
11154200,321.7,1152,59,296,178.9,61,0.240,0.217,23.0,86.1,0.067,0.998
11154700,1150.2,1596,799,1150,137.4,799,0.441,0.440,21.2,289.1,0.328,-0.945
11156500,830.9,1596,291,810,249.6,298,0.414,0.398,22.3,248.5,-0.367,-0.930
11157500,657.4,1210,159,660,198.4,164,0.474,0.477,19.0,266.7,-0.058,-0.998
11158500,686.0,1596,113,691,268.2,118,0.386,0.390,20.7,270.4,0.006,-1.000
11158600,669.7,1596,77,680,279.2,79,0.390,0.397,20.4,276.4,0.111,-0.994
11159000,473.9,1596,29,447,313.4,35,0.284,0.267,17.7,269.5,-0.009,-1.000
11159200,305.2,863,27,269,205.0,27,0.333,0.289,21.0,185.1,-0.996,-0.089
11160000,365.8,955,11,330,213.1,13,0.376,0.338,24.8,232.8,-0.604,-0.797
11160020,554.1,938,220,526,189.3,220,0.465,0.426,28.0,251.1,-0.324,-0.946
11160300,362.7,733,114,343,128.1,117,0.402,0.370,26.0,216.6,-0.803,-0.596
11160500,364.3,980,71,330,172.8,76,0.323,0.285,25.1,183.2,-0.998,-0.056
11161000,350.3,980,3,317,175.3,8,0.355,0.321,24.6,174.8,-0.996,0.090
11161300,260.1,451,165,249,60.7,165,0.332,0.294,12.9,233.5,-0.595,-0.803
11162500,346.3,814,25,312,172.0,30,0.407,0.364,26.7,300.5,0.507,-0.862
11162570,318.0,782,11,287,174.1,11,0.398,0.358,22.3,248.0,-0.375,-0.927
11162620,329.6,587,157,314,92.7,162,0.401,0.365,24.3,69.9,0.343,0.939
11162630,237.8,627,13,231,123.5,13,0.366,0.355,25.0,290.4,0.348,-0.937
11162720,114.5,396,6,101,72.3,8,0.278,0.244,11.7,140.5,-0.772,0.636
11162753,207.8,635,48,181,103.1,49,0.272,0.227,16.2,65.2,0.419,0.908
11162800,107.1,231,28,110,40.7,28,0.389,0.404,9.1,97.6,-0.132,0.991
11164500,291.2,781,37,238,174.3,39,0.342,0.270,16.8,55.3,0.570,0.822
11166000,118.6,286,9,117,57.1,9,0.395,0.390,9.5,53.7,0.593,0.805
11167800,291.3,1152,43,217,225.3,45,0.224,0.157,20.4,30.7,0.860,0.510
11169000,329.8,1152,22,266,254.1,22,0.272,0.216,20.4,36.8,0.801,0.598
11169025,267.9,1152,7,167,249.6,8,0.228,0.140,16.1,33.3,0.836,0.549
11169500,545.4,980,156,533,187.5,161,0.473,0.458,30.2,49.9,0.644,0.765
11169800,604.0,1101,242,604,158.6,244,0.421,0.421,25.6,194.5,-0.968,-0.251
11170000,545.5,1101,113,551,183.9,114,0.438,0.443,23.8,227.6,-0.675,-0.738
11172100,577.7,1003,81,583,163.7,81,0.539,0.544,23.4,246.5,-0.398,-0.917
11172175,430.2,1101,4,447,247.5,4,0.389,0.404,19.3,258.0,-0.208,-0.978
11172945,814.2,1161,297,832,172.1,297,0.599,0.619,26.7,252.4,-0.303,-0.953
11173200,817.0,1309,248,807,163.5,248,0.536,0.527,26.7,297.3,0.459,-0.888
11173500,735.7,1309,176,758,226.0,176,0.494,0.514,25.4,285.4,0.266,-0.964
11173510,741.8,1309,135,767,222.3,136,0.517,0.538,25.7,263.5,-0.113,-0.994
11173575,718.4,1309,94,751,236.7,104,0.514,0.541,25.8,268.7,-0.023,-1.000
11174000,492.9,1161,85,448,280.6,85,0.379,0.337,21.9,322.6,0.795,-0.607
11176000,758.7,1230,231,802,193.7,232,0.528,0.572,22.5,337.0,0.920,-0.391
11176200,387.8,1230,102,274,267.2,102,0.253,0.152,12.6,283.6,0.236,-0.972
11176400,753.8,1238,230,731,158.4,230,0.520,0.497,23.4,266.1,-0.069,-0.998
11176500,712.9,1238,155,711,196.1,161,0.515,0.513,23.2,279.6,0.167,-0.986
11176600,641.2,1238,97,681,255.9,97,0.477,0.512,21.1,306.5,0.594,-0.804
11176900,459.1,1238,84,361,289.9,84,0.325,0.240,16.1,278.8,0.153,-0.988
11177000,458.5,1238,80,359,289.9,80,0.327,0.241,16.1,277.0,0.121,-0.993
11179000,508.8,1309,27,481,298.3,29,0.376,0.354,19.0,282.6,0.219,-0.976
11180500,282.7,521,26,291,111.6,27,0.519,0.535,19.4,245.6,-0.413,-0.911
11180700,497.5,1309,6,452,300.9,7,0.377,0.342,18.8,277.6,0.132,-0.991
11180825,280.4,552,75,275,91.6,90,0.431,0.419,21.4,262.2,-0.136,-0.991
11180900,258.2,567,87,246,82.1,104,0.357,0.331,20.8,217.0,-0.799,-0.601
11180960,258.1,590,90,250,80.1,118,0.336,0.320,23.3,243.1,-0.452,-0.892
11181000,257.8,590,44,250,93.0,50,0.392,0.377,20.9,252.3,-0.304,-0.953
11181008,100.8,316,35,81,58.3,35,0.234,0.164,6.6,203.7,-0.915,-0.403
11181040,225.5,590,7,226,109.8,7,0.375,0.376,18.0,248.7,-0.363,-0.932
11181390,231.7,576,23,228,102.8,23,0.377,0.371,18.1,284.3,0.247,-0.969
11182100,183.3,372,54,181,64.2,54,0.407,0.399,16.4,311.2,0.658,-0.753
11182500,347.8,618,171,342,91.1,171,0.395,0.383,21.6,112.0,-0.375,0.927
11183000,225.8,621,49,198,112.9,50,0.309,0.260,14.4,341.1,0.946,-0.324
11183600,202.6,621,18,180,110.9,19,0.306,0.269,14.3,21.1,0.933,0.360
11186000,2630.1,4402,1105,2629,647.1,1124,0.463,0.462,31.9,204.8,-0.908,-0.420
11187000,2485.7,4402,805,2467,698.7,803,0.467,0.462,32.1,200.5,-0.937,-0.350
11189500,2356.4,3690,877,2394,395.1,878,0.526,0.539,22.4,169.3,-0.983,0.185
11191000,2194.3,4402,745,2180,716.6,757,0.396,0.392,28.1,195.4,-0.964,-0.265
11192500,2128.0,4402,568,2108,732.6,575,0.407,0.402,28.3,199.1,-0.945,-0.327
11192950,2109.7,4402,281,2090,740.4,281,0.444,0.439,28.4,201.4,-0.931,-0.365
11193020,2102.0,4402,171,2086,747.0,176,0.456,0.453,28.4,202.7,-0.923,-0.386
11194000,2046.1,4402,134,2047,790.6,137,0.448,0.448,28.0,208.6,-0.878,-0.478
11195500,1594.3,2691,506,1653,472.6,516,0.498,0.525,38.5,21.1,0.933,0.360
11196400,1244.0,2367,495,1220,272.3,530,0.400,0.387,28.5,272.0,0.035,-0.999
11196420,1430.6,2422,1059,1327,261.5,1083,0.273,0.197,16.8,14.0,0.970,0.243
11197250,613.5,1316,248,594,217.9,249,0.342,0.324,20.4,126.8,-0.600,0.800
11197800,1121.6,2522,212,1080,423.5,216,0.394,0.376,22.2,264.9,-0.090,-0.996
11199500,734.8,2523,211,651,370.0,211,0.227,0.190,20.3,286.7,0.288,-0.958
