STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_CODE,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_DESC,GEOL_HUNT_SITE_CODE
11403800,volcanic,49.7,granitic,rsh,36.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11404300,sedimentary,67.9,granitic,rsh,58.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11404330,volcanic,47.9,granitic,rsh,38.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11404500,volcanic,46.96,sedimentary,rsh,39.31,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11405120,volcanic,100.00,volcanic,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11405200,volcanic,94.90,sedimentary,rsh,95.95,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11405300,volcanic,40.1,sedimentary,rsh,98.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11406999,volcanic,52.3,sedimentary,b,20.7,Basalt,rsh
11407000,volcanic,45.01,sedimentary,rsh,35.72,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11407150,volcanic,44.96,quarternary,rsh,35.25,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
11407300,granitic,68.1,sedimentary,rsh,66.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",fs
11407500,granitic,79.2,sedimentary,co/gr,98.4,Bouldery and sandy colluvium on granitic rocks,rsh
11407900,sedimentary,66.3,sedimentary,co/v,99.3,Colluvium on volcanic rocks,co/v
11408500,sedimentary,67.58,sedimentary,co/v,97.71,Colluvium on volcanic rocks,rsh
11408550,sedimentary,67.7,sedimentary,co/v,97.4,Colluvium on volcanic rocks,rsh
11408850,sedimentary,90.5,sedimentary,mg,60.7,Deposits of mountain glaciers,mg
11408880,sedimentary,91.1,sedimentary,mg,63.2,Deposits of mountain glaciers,mg
11409000,sedimentary,89.5,granitic,mg,67.1,Deposits of mountain glaciers,mg
11409300,sedimentary,100.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11409400,sedimentary,98.3,granitic,mg,100.0,Deposits of mountain glaciers,mg
11409500,sedimentary,83.8,granitic,mg,100.0,Deposits of mountain glaciers,mg
11413000,sedimentary,79.9,sedimentary,mg,39.7,Deposits of mountain glaciers,mg
11413300,sedimentary,100.0,sedimentary,mg,93.1,Deposits of mountain glaciers,mg
11413320,sedimentary,52.76,granitic,co/gr,100.00,Bouldery and sandy colluvium on granitic rocks,co/gr
11413323,granitic,100.00,granitic,co/gr,100.00,Bouldery and sandy colluvium on granitic rocks,co/gr
11413520,sedimentary,77.7,granitic,mg,57.2,Deposits of mountain glaciers,mg
11414000,granitic,84.2,sedimentary,mg,97.1,Deposits of mountain glaciers,mg
11414100,granitic,89.8,sedimentary,co/v,53.6,Colluvium on volcanic rocks,mg
11414250,granitic,60.6,sedimentary,mg,84.8,Deposits of mountain glaciers,mg
11414700,sedimentary,100.00,sedimentary,co/v,100.00,Colluvium on volcanic rocks,co/v
11416500,sedimentary,100.0,sedimentary,mg,87.1,Deposits of mountain glaciers,mg
11417000,sedimentary,63.2,sedimentary,mg,88.8,Deposits of mountain glaciers,mg
11417500,sedimentary,70.0,granitic,mg,90.2,Deposits of mountain glaciers,co/gr
11418000,sedimentary,74.6,sedimentary,mg,66.6,Deposits of mountain glaciers,co/gr
11418500,sedimentary,61.6,sedimentary,co/gr,65.7,Bouldery and sandy colluvium on granitic rocks,co/gr
11421000,sedimentary,73.9,quarternary,mg,58.3,Deposits of mountain glaciers,al
11421770,sedimentary,100.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11421790,sedimentary,100.0,sedimentary,mg,72.2,Deposits of mountain glaciers,co/gr
11422500,sedimentary,98.4,sedimentary,co/gr,52.0,Bouldery and sandy colluvium on granitic rocks,co/gr
11424000,sedimentary,68.1,sedimentary,co/gr,44.1,Bouldery and sandy colluvium on granitic rocks,fs
11425000,sedimentary,48.0,quarternary,rsh,30.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
11426150,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11426200,sedimentary,100.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11426400,sedimentary,100.0,sedimentary,mg,85.1,Deposits of mountain glaciers,co/gr
11427000,sedimentary,82.7,granitic,mg,62.5,Deposits of mountain glaciers,rsh
11427500,sedimentary,91.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11427700,sedimentary,100.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11427750,sedimentary,100.0,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11427760,sedimentary,95.1,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11427770,sedimentary,95.2,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11427960,granitic,100.00,granitic,mg,100.00,Deposits of mountain glaciers,mg
11428000,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11428400,granitic,100.00,granitic,mg,100.00,Deposits of mountain glaciers,mg
11428800,granitic,67.4,granitic,mg,100.0,Deposits of mountain glaciers,mg
11429500,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11430000,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11431800,sedimentary,89.4,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11433040,sedimentary,94.2,sedimentary,mg,99.9,Deposits of mountain glaciers,mg
11433100,sedimentary,99.9,sedimentary,mg,100.0,Deposits of mountain glaciers,mg
11433200,sedimentary,49.4,sedimentary,mg,98.6,Deposits of mountain glaciers,co/gr
11433260,sedimentary,100.0,sedimentary,mg,96.9,Deposits of mountain glaciers,co/gr
11433300,sedimentary,68.6,sedimentary,mg,96.9,Deposits of mountain glaciers,co/gr
11433500,sedimentary,71.5,granitic,mg,82.5,Deposits of mountain glaciers,rsh
11435100,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11436000,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11439500,granitic,99.9,granitic,mg,100.0,Deposits of mountain glaciers,mg
11440000,volcanic,71.6,volcanic,mg,100.0,Deposits of mountain glaciers,mg
11441002,granitic,99.8,granitic,mg,100.0,Deposits of mountain glaciers,mg
11441500,granitic,100.0,granitic,mg,100.0,Deposits of mountain glaciers,mg
11441800,granitic,92.36,sedimentary,mg,100.00,Deposits of mountain glaciers,mg
11441900,granitic,77.0,sedimentary,mg,99.4,Deposits of mountain glaciers,mg
11442500,granitic,76.22,sedimentary,mg,97.55,Deposits of mountain glaciers,co/gr
11442700,sedimentary,100.0,sedimentary,co/gr,99.7,Bouldery and sandy colluvium on granitic rocks,co/gr
11443500,granitic,69.5,sedimentary,mg,90.4,Deposits of mountain glaciers,co/gr
11444201,sedimentary,100.0,sedimentary,co/gr,99.5,Bouldery and sandy colluvium on granitic rocks,co/gr
11444500,granitic,57.4,sedimentary,mg,74.7,Deposits of mountain glaciers,rsh
11445500,granitic,56.3,granitic,mg,66.3,Deposits of mountain glaciers,rsh
11446500,sedimentary,61.8,sedimentary,mg,60.9,Deposits of mountain glaciers,fs
11447293,granitic,70.53,sedimentary,rsh,61.10,"Micaceous residuum without much quartz; clay, mostly kaolinite",fs
11447360,sedimentary,93.9,sedimentary,fs,100.0,Fan sands,fs
11448500,sedimentary,98.7,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11449100,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11449500,ultramafic,63.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451000,sedimentary,95.5,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451100,sedimentary,99.0,ultramafic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451300,sedimentary,56.4,ultramafic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451500,sedimentary,73.2,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451715,sedimentary,79.9,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11451720,sedimentary,79.7,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11452000,sedimentary,89.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11452500,sedimentary,85.0,quarternary,co/c,99.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,fs
11453500,sedimentary,68.6,sedimentary,co/c,94.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11454000,sedimentary,69.8,sedimentary,co/c,85.4,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11456000,volcanic,89.9,volcanic,rsh,68.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11458000,volcanic,71.5,volcanic,rsh,66.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11458433,volcanic,100.0,volcanic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11458500,volcanic,100.0,volcanic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11459500,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11460000,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11460400,sedimentary,100.0,sedimentary,co/c,75.9,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,rsh
11460600,sedimentary,100.0,sedimentary,co/c,71.9,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,rsh
11460750,sedimentary,100.0,sedimentary,co/c,75.3,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,rsh
11460800,sedimentary,100.0,sedimentary,co/c,62.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,rsh
11461000,sedimentary,100.0,sedimentary,co/c,99.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11461500,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11462000,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11462500,sedimentary,100.0,sedimentary,co/c,99.6,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11463000,sedimentary,100.0,sedimentary,co/c,99.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11463170,ultramafic,82.7,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11463200,sedimentary,74.6,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11463900,volcanic,50.4,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11463980,sedimentary,89.7,sedimentary,co/c,99.8,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11464000,sedimentary,89.7,sedimentary,co/c,99.8,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11464500,sedimentary,100.0,sedimentary,co/c,97.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465000,sedimentary,100.0,sedimentary,co/c,98.4,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465200,sedimentary,100.0,sedimentary,co/c,98.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465350,sedimentary,100.0,sedimentary,co/c,99.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465660,sedimentary,64.31,sedimentary,co/c,100.00,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465680,sedimentary,91.9,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465690,sedimentary,100.00,sedimentary,co/c,100.00,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465700,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11465750,sedimentary,95.9,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11466065,volcanic,100.0,volcanic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11466170,volcanic,89.14,sedimentary,co/c,100.00,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11466200,volcanic,94.3,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11466320,volcanic,72.6,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11466800,sedimentary,58.2,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11467000,sedimentary,86.0,sedimentary,co/c,99.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11467200,sedimentary,100.0,sedimentary,co/c,65.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11467500,sedimentary,100.0,sedimentary,rsh,81.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11467510,sedimentary,100.0,sedimentary,rsh,81.9,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11467600,sedimentary,100.0,sedimentary,rsh,99.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11468000,sedimentary,100.0,sedimentary,rsh,75.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11468500,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11468900,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11469000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11470500,sedimentary,87.5,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11471500,sedimentary,89.6,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11472150,sedimentary,93.1,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11472160,sedimentary,100.0,sedimentary,rsh,71.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",co/c
11472200,sedimentary,100.0,sedimentary,co/c,67.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11472900,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11473900,sedimentary,96.7,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11474500,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11475000,sedimentary,97.1,sedimentary,co/c,90.3,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,al
11475500,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11475560,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11475610,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11475800,sedimentary,100.0,sedimentary,rsh,99.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11476500,sedimentary,100.0,sedimentary,rsh,99.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11476600,sedimentary,100.0,sedimentary,rsh,84.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
11477000,sedimentary,98.0,sedimentary,co/c,63.5,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,al
11478500,sedimentary,100.0,sedimentary,co/c,58.2,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,rsh
11480390,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11480410,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11480500,sedimentary,100.0,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11481000,sedimentary,100.0,sedimentary,rsh,52.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11481200,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11481500,sedimentary,100.0,sedimentary,rsh,92.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11482500,sedimentary,100.0,sedimentary,rsh,96.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
11489500,volcanic,100.0,volcanic,co/v,86.6,Colluvium on volcanic rocks,co/v
11493500,volcanic,100.0,volcanic,b,50.3,Basalt,wl
11495800,volcanic,100.0,volcanic,b,100.0,Basalt,b
11497500,volcanic,97.1,volcanic,b,100.0,Basalt,b
11501000,volcanic,99.0,volcanic,b,96.3,Basalt,l
11502500,volcanic,99.5,volcanic,b,73.1,Basalt,l
11507500,volcanic,99.6,volcanic,b,58.4,Basalt,l
11509500,volcanic,94.01,volcanic,b,68.11,Basalt,al
11510700,volcanic,94.15,volcanic,b,66.44,Basalt,al
11516530,volcanic,94.97,volcanic,b,59.05,Basalt,al
11516900,volcanic,100.0,volcanic,co/v,100.0,Colluvium on volcanic rocks,co/v
11517000,volcanic,80.1,volcanic,co/v,54.4,Colluvium on volcanic rocks,co/c
11517500,volcanic,74.5,sedimentary,co/v,49.6,Colluvium on volcanic rocks,al
11519500,sedimentary,70.4,sedimentary,co/c,90.6,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11520500,volcanic,82.87,volcanic,b,46.17,Basalt,al
11521500,volcanic,61.8,volcanic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11522500,sedimentary,69.8,sedimentary,co/c,50.5,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,al
11523000,volcanic,74.75,sedimentary,b,40.31,Basalt,al
11523200,ultramafic,98.1,ultramafic,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525500,ultramafic,61.3,sedimentary,co/c,84.5,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525530,sedimentary,69.1,sedimentary,mg,62.0,Deposits of mountain glaciers,co/c
11525600,granitic,95.0,granitic,co/c,94.2,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525630,granitic,94.5,granitic,co/c,95.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525655,ultramafic,55.2,sedimentary,co/c,84.4,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525670,granitic,76.9,sedimentary,co/c,52.7,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11525854,ultramafic,48.4,sedimentary,co/c,82.1,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11526250,ultramafic,42.6,sedimentary,co/c,84.3,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11526400,sedimentary,44.1,sedimentary,co/c,82.5,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11526500,sedimentary,93.7,sedimentary,co/c,100.0,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11527000,sedimentary,54.9,granitic,co/c,84.6,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,mg
11528500,sedimentary,86.2,sedimentary,co/c,70.5,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,mg
11528700,sedimentary,92.4,sedimentary,co/c,82.2,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11530000,sedimentary,70.6,sedimentary,co/c,80.2,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,co/c
11530500,volcanic,57.55,sedimentary,b,31.04,Basalt,al
11532500,ultramafic,52.3,sedimentary,rsh,62.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12010000,volcanic,58.9,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12011500,sedimentary,79.4,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12013500,sedimentary,70.7,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12017000,sedimentary,98.6,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12020000,volcanic,63.4,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12020800,volcanic,62.98,sedimentary,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12024000,volcanic,79.62,quarternary,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12024400,volcanic,91.40,sedimentary,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12025000,quarternary,51.3,quarternary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12025700,volcanic,100.0,volcanic,rsh,96.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",tg
12026150,volcanic,99.8,sedimentary,rsh,64.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",tg
12026400,volcanic,71.3,sedimentary,tg,59.0,"Till, or ground moraine",rsh
12027500,sedimentary,57.5,sedimentary,rsh,91.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12030000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12031000,sedimentary,53.6,sedimentary,rsh,75.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12032500,volcanic,58.0,sedimentary,tg,100.0,"Till, or ground moraine",tg
12035000,quarternary,40.1,sedimentary,tg,57.4,"Till, or ground moraine",rsh
12035002,sedimentary,51.3,sedimentary,rsh,66.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12035400,volcanic,91.6,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12035450,volcanic,100.0,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12036000,volcanic,95.3,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12037400,volcanic,53.3,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12039000,volcanic,91.9,quarternary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12039005,volcanic,90.2,quarternary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12039300,sedimentary,100.0,sedimentary,rsh,86.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12039500,sedimentary,76.1,quarternary,rsh,87.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12040500,sedimentary,89.3,quarternary,rsh,92.9,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12041200,sedimentary,100.0,sedimentary,rsh,55.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12041500,sedimentary,84.9,volcanic,mg,56.3,Deposits of mountain glaciers,tg
12043000,sedimentary,97.8,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12043300,volcanic,93.3,volcanic,tg,100.0,"Till, or ground moraine",tg
12044900,sedimentary,100.0,sedimentary,tg,37.6,"Till, or ground moraine",tg
12045500,sedimentary,90.5,volcanic,tg,45.3,"Till, or ground moraine",tg
12048000,volcanic,57.1,volcanic,tg,100.0,"Till, or ground moraine",tg
12050500,volcanic,79.6,quarternary,tg,100.0,"Till, or ground moraine",tg
12052210,volcanic,100.0,volcanic,tg,100.0,"Till, or ground moraine",tg
12054000,sedimentary,50.3,volcanic,tg,100.0,"Till, or ground moraine",tg
12056500,sedimentary,75.2,volcanic,tg,88.3,"Till, or ground moraine",tg
12057500,volcanic,52.5,quarternary,tg,92.8,"Till, or ground moraine",tg
12058790,volcanic,49.8,quarternary,tg,93.2,"Till, or ground moraine",tg
12059500,volcanic,45.2,quarternary,tg,94.3,"Till, or ground moraine",tg
12060500,volcanic,91.8,quarternary,tg,81.3,"Till, or ground moraine",tg
12065500,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12068500,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12069550,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12070000,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12073500,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12076500,quarternary,79.5,quarternary,tg,100.0,"Till, or ground moraine",tg
12076800,quarternary,84.5,quarternary,tg,100.0,"Till, or ground moraine",tg
12079000,volcanic,78.8,quarternary,rsh,63.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",tg
12080010,quarternary,53.2,quarternary,tg,64.5,"Till, or ground moraine",tg
12081000,quarternary,100.0,quarternary,tg,100.0,"Till, or ground moraine",tg
12082500,volcanic,100.0,volcanic,mg,81.0,Deposits of mountain glaciers,rsh
12083000,volcanic,100.0,volcanic,rsh,91.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
12086500,volcanic,100.0,volcanic,rsh,59.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",tg
