STAID,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC
11507500,69.80,36.63,6.20,8.10,13.87,1.684,15.7,-1.34,0.766,0.1,62.8,60,236.8,185.4,258,164,93.9,82,12.4,2.6,11,2,487.6,48.4,0.403,10.61,8.34,8.39,5.21,4.35,2.51,1.50,1.73,2.26,4.25,9.91,10.74,-2.15,-0.36,1.56,4.34,8.27,12.17,16.32,15.83,12.32,7.25,1.48,-1.68
11509500,57.84,53.63,7.04,7.50,14.56,1.585,15.4,-0.62,1.080,-0.4,61.8,64,243.9,178.2,258,167,86.5,87,11.4,2.3,12,2,516.6,42.1,0.369,8.26,6.84,7.02,4.43,4.01,2.43,1.27,1.57,2.18,3.72,7.77,8.39,-1.78,0.10,2.17,5.06,9.11,13.12,17.30,16.73,13.14,7.91,2.03,-1.27
11510700,58.26,55.78,7.03,8.10,14.54,1.589,16.4,-0.61,1.072,1.1,61.9,65,244.2,178.0,265,161,86.9,85,11.4,2.3,11,2,516.2,42.2,0.369,8.31,6.88,7.06,4.47,4.03,2.44,1.27,1.58,2.19,3.75,7.86,8.45,-1.77,0.11,2.17,5.06,9.11,13.11,17.28,16.72,13.14,7.91,2.03,-1.27
11516530,58.45,44.20,7.15,10.50,14.61,1.599,19.3,-0.37,1.244,3.0,62.3,67,246.4,176.3,274,144,86.8,79,11.5,2.3,11,2,519.8,41.5,0.368,8.38,6.93,7.06,4.44,4.10,2.50,1.28,1.58,2.17,3.77,7.88,8.38,-1.59,0.27,2.32,5.19,9.23,13.23,17.44,16.90,13.34,8.11,2.17,-1.10
11516900,62.31,62.26,6.27,9.10,13.37,1.627,17.9,1.30,1.224,2.6,64.3,65,255.5,175.5,265,154,81.7,76,11.1,2.0,10,2,482.7,38.1,0.297,8.39,6.51,7.48,4.31,5.85,3.75,1.87,1.96,2.14,4.01,8.02,7.98,-1.08,0.29,2.00,4.64,8.54,12.83,17.64,17.29,14.28,8.91,2.15,-0.56
11517000,76.03,49.69,8.99,11.30,16.15,3.042,19.3,2.59,1.474,3.1,64.6,64,266.0,154.2,279,137,76.1,69,10.4,2.0,10,2,582.7,35.7,0.428,11.92,10.25,9.96,5.73,4.51,2.70,1.47,1.45,2.24,4.56,10.13,10.99,0.78,2.59,4.51,7.04,11.16,15.40,19.69,19.13,15.78,10.42,4.30,1.24
11517500,72.36,49.58,9.21,10.20,16.49,2.934,19.6,2.75,1.419,3.4,64.5,67,267.7,152.2,278,141,76.1,78,10.4,2.0,11,2,591.9,34.2,0.423,11.38,9.60,9.24,5.37,4.29,2.61,1.48,1.48,2.19,4.32,9.69,10.59,0.91,2.82,4.76,7.35,11.46,15.70,20.01,19.46,16.04,10.64,4.47,1.37
11519500,83.73,60.71,9.73,9.40,16.06,2.656,18.9,3.14,1.091,3.9,63.4,64,266.9,147.9,269,147,75.0,72,10.5,1.9,10,2,606.5,26.5,0.493,15.04,12.58,10.77,5.29,3.63,2.17,1.27,1.33,2.32,4.84,11.85,12.63,1.08,2.70,4.61,7.06,11.26,15.63,19.98,19.43,16.42,10.97,4.58,1.51
11520500,63.44,123.93,7.59,10.20,15.00,2.046,19.7,0.42,1.936,3.9,62.9,68,251.6,170.3,282,132,85.9,94,11.5,2.2,13,1,534.1,39.0,0.395,9.55,7.88,7.76,4.66,4.07,2.46,1.30,1.56,2.21,4.02,8.70,9.31,-0.96,0.87,2.87,5.66,9.71,13.77,18.03,17.51,14.03,8.75,2.74,-0.48
11521500,192.34,134.04,9.64,11.50,16.68,2.117,20.7,3.86,0.740,4.1,67.3,67,285.8,131.6,283,125,114.4,95,16.1,1.2,14,1,577.3,17.0,0.537,32.99,27.13,25.14,13.41,6.22,2.87,1.06,1.78,4.19,14.68,29.45,33.29,3.16,4.09,5.00,7.26,11.22,15.26,19.71,19.75,17.17,11.65,5.76,3.54
11522500,157.43,145.77,10.00,13.10,16.29,2.951,22.1,3.91,1.563,6.5,62.3,63,275.7,140.8,307,104,105.9,100,14.9,1.4,14,1,612.0,28.8,0.546,28.69,23.63,22.36,9.72,5.41,2.21,0.88,1.87,3.52,10.50,22.89,25.78,1.93,3.19,4.89,7.33,11.55,15.99,20.35,20.00,17.35,11.86,5.04,2.17
11523000,78.31,133.99,7.93,13.40,15.28,2.274,21.7,0.88,2.235,6.3,63.1,63,255.5,165.6,315,96,89.0,95,12.0,2.1,14,1,544.3,36.9,0.437,12.37,10.27,9.93,5.57,4.36,2.48,1.26,1.61,2.44,5.08,11.01,11.95,-0.49,1.27,3.19,5.93,9.99,14.07,18.34,17.86,14.49,9.18,3.12,-0.04
11523200,147.34,142.27,11.87,12.40,13.79,2.607,20.3,2.71,1.134,3.5,59.6,69,282.9,130.1,287,126,93.3,96,13.0,2.0,13,2,687.6,13.0,0.533,27.17,25.02,21.85,10.07,5.86,2.70,1.56,1.71,3.55,7.51,19.87,20.47,0.31,1.37,3.26,5.21,9.56,14.03,18.18,17.62,15.10,9.86,3.63,0.94
11525500,144.97,84.95,11.98,13.00,15.33,3.145,20.6,3.21,1.403,4.0,61.2,64,288.9,126.5,295,121,97.9,60,13.9,1.6,10,1,695.2,17.3,0.543,27.05,24.74,22.78,9.49,5.50,2.52,1.22,1.65,3.35,7.83,18.87,20.03,1.03,2.33,4.20,6.42,10.92,15.34,19.44,18.87,16.26,10.91,4.29,1.60
11525530,108.45,86.97,12.48,12.70,17.59,2.240,20.5,3.33,1.119,4.1,62.9,65,288.9,128.1,289,125,80.7,63,11.9,1.0,10,1,719.8,20.4,0.535,19.08,17.24,16.64,6.20,4.64,1.83,0.76,0.87,2.83,6.96,14.50,16.95,1.79,3.67,5.60,8.11,12.58,16.80,20.91,20.22,17.31,11.97,5.10,2.16
11525600,119.45,93.82,13.54,13.40,17.18,0.961,18.9,3.81,1.423,4.5,59.8,61,315.2,106.2,300,118,77.7,71,11.8,1.0,11,1,761.0,22.4,0.520,20.94,19.33,17.88,7.81,5.25,2.43,1.31,0.89,3.31,6.96,15.62,17.46,2.57,4.29,6.01,8.34,12.78,16.97,21.51,20.63,17.96,12.57,5.51,2.77
11525630,115.99,89.81,13.49,12.60,17.36,1.031,20.2,3.82,1.349,4.4,60.1,65,312.9,108.0,288,128,76.3,69,11.6,1.0,10,1,758.2,22.2,0.519,20.38,18.69,17.13,7.55,5.05,2.38,1.32,0.87,3.18,6.76,15.57,16.92,2.62,4.38,6.12,8.45,12.88,17.05,21.56,20.69,17.99,12.60,5.58,2.81
11525655,140.72,93.05,12.10,12.50,15.63,3.122,19.8,3.29,1.401,4.2,61.3,68,290.3,125.4,284,131,95.2,65,13.6,1.5,10,1,700.4,17.8,0.541,26.11,23.90,22.00,9.18,5.41,2.47,1.21,1.56,3.29,7.67,18.39,19.57,1.21,2.57,4.44,6.68,11.17,15.56,19.69,19.09,16.45,11.10,4.45,1.74
11525670,119.17,92.90,13.03,12.50,17.13,1.724,20.3,4.35,1.239,3.8,61.4,68,307.1,114.2,284,131,80.4,65,12.0,1.0,10,1,735.9,23.2,0.522,20.71,19.52,17.69,7.64,5.13,2.32,1.37,0.93,3.23,7.07,15.41,17.68,2.73,4.29,6.00,8.36,12.79,17.06,21.55,20.68,18.01,12.65,5.58,2.85
11525854,137.05,92.59,12.18,12.60,15.92,3.098,20.9,3.38,1.404,4.1,61.4,66,291.3,124.9,286,129,93.1,66,13.3,1.5,10,1,703.6,18.3,0.540,25.28,23.18,21.30,8.90,5.31,2.41,1.18,1.47,3.25,7.57,17.95,19.28,1.40,2.80,4.67,6.92,11.41,15.79,19.93,19.30,16.65,11.30,4.62,1.88
11526250,133.10,94.03,12.24,12.20,16.23,3.070,20.9,3.52,1.406,4.0,61.4,65,292.2,124.6,284,133,90.7,72,13.0,1.4,10,1,705.5,18.6,0.540,24.46,22.40,20.64,8.57,5.18,2.32,1.12,1.41,3.18,7.42,17.53,18.91,1.64,3.05,4.89,7.15,11.64,16.00,20.16,19.51,16.86,11.52,4.83,2.08
11526400,132.67,97.64,12.12,12.10,16.24,3.079,21.1,3.50,1.408,4.6,61.5,64,291.3,125.7,286,132,90.8,77,13.0,1.4,11,1,700.8,19.1,0.539,24.36,22.28,20.46,8.48,5.13,2.32,1.11,1.44,3.18,7.45,17.52,18.98,1.63,3.04,4.87,7.14,11.63,16.00,20.16,19.51,16.86,11.53,4.81,2.06
11526500,130.47,97.75,10.04,12.10,15.91,2.695,20.7,3.36,1.299,4.1,63.6,64,274.7,144.1,284,133,98.9,75,13.8,1.6,11,1,614.4,31.7,0.536,24.10,20.36,18.12,7.75,4.57,2.37,0.85,2.16,3.05,8.02,18.27,20.79,1.35,2.81,4.51,6.90,11.26,15.70,19.96,19.40,16.81,11.58,4.52,1.78
11527000,132.58,120.22,11.85,12.20,16.47,3.051,21.6,3.55,1.360,4.4,61.8,63,288.8,128.5,291,124,91.3,93,13.0,1.4,13,0,688.9,21.0,0.540,24.29,21.94,20.05,8.38,5.04,2.26,1.04,1.51,3.15,7.58,17.81,19.55,1.77,3.20,5.00,7.27,11.72,16.10,20.28,19.65,17.04,11.72,4.95,2.17
11528500,123.55,119.04,11.42,12.50,18.23,1.529,22.0,3.52,0.983,4.7,62.0,61,293.0,127.8,294,120,76.5,80,11.2,1.0,11,1,662.2,24.8,0.560,22.36,19.94,18.46,7.30,4.50,1.50,0.59,1.10,2.79,7.39,17.30,20.33,3.17,4.38,5.83,7.89,12.25,16.61,20.92,20.23,17.83,12.62,6.14,3.33
11528700,146.99,119.32,10.78,12.00,17.97,1.702,21.7,3.69,1.036,4.4,62.7,61,291.6,128.6,294,120,82.2,84,12.2,0.9,12,1,635.2,28.6,0.570,27.27,23.97,21.45,8.97,5.17,1.60,0.62,1.21,3.02,8.59,20.75,24.36,3.33,4.35,5.71,7.68,12.12,16.52,20.83,20.21,17.87,12.66,6.17,3.49
11530000,145.98,143.20,11.44,13.10,17.35,2.742,21.1,3.83,1.291,6.7,62.2,64,289.8,127.4,310,101,92.7,103,13.4,1.2,15,1,667.5,23.8,0.549,26.31,23.56,21.39,9.27,5.47,2.08,0.89,1.52,3.31,8.54,20.46,23.29,2.70,3.97,5.54,7.75,12.11,16.49,20.66,20.09,17.66,12.42,5.75,3.00
11530500,98.45,187.09,8.74,11.70,15.84,2.577,17.2,1.65,2.498,7.0,63.1,75,264.2,156.0,329,83,91.3,119,12.5,1.9,17,2,571.6,33.4,0.475,16.11,13.84,13.09,6.86,4.89,2.50,1.20,1.66,2.78,6.27,13.94,15.34,0.38,2.02,3.83,6.44,10.53,14.65,18.87,18.40,15.27,10.00,3.85,0.79
11532500,282.64,212.29,10.97,11.70,17.12,1.265,18.0,4.90,1.058,6.8,69.6,76,314.7,102.9,339,74,137.8,119,18.8,2.0,17,2,616.4,8.0,0.499,43.92,40.43,37.37,21.58,13.35,5.84,1.52,3.22,7.35,18.74,42.21,47.13,4.55,5.57,6.34,8.35,11.89,15.48,19.22,18.96,17.05,12.13,7.03,5.06
12010000,305.18,284.43,9.26,10.10,14.61,0.606,15.0,4.46,0.323,5.3,79.8,81,288.4,126.6,296,119,201.0,190,22.6,8.0,22,8,559.6,15.2,0.420,43.90,38.02,33.69,21.85,14.00,10.47,5.45,6.00,11.63,25.80,46.29,48.12,3.28,4.72,6.17,8.06,11.07,13.57,15.87,16.08,14.28,10.19,6.11,3.79
12011500,268.99,236.09,9.71,10.10,15.21,0.708,15.4,4.43,0.430,5.1,77.7,79,290.2,122.9,293,122,196.2,186,22.9,7.2,22,7,579.1,18.1,0.419,37.25,32.52,28.73,19.68,11.84,9.32,4.40,5.37,10.83,23.28,41.31,44.26,3.43,4.97,6.50,8.36,11.35,13.91,16.23,16.40,14.51,10.33,6.18,3.86
12013500,262.24,211.70,9.83,10.60,15.02,0.609,15.2,4.60,0.438,5.2,78.7,80,291.8,122.3,300,115,192.2,184,22.4,7.2,22,7,580.4,15.3,0.419,36.89,32.26,28.57,19.29,11.88,9.06,4.40,5.11,10.46,22.33,39.66,42.55,3.56,5.00,6.48,8.35,11.33,13.83,16.10,16.31,14.49,10.45,6.31,4.01
12017000,226.56,227.05,10.10,10.60,15.10,0.430,14.8,4.82,0.491,5.7,80.3,83,296.3,116.9,311,104,183.6,191,22.6,6.0,23,7,592.8,13.0,0.414,32.44,28.19,24.28,16.82,10.66,7.75,3.78,4.48,9.53,19.27,33.90,35.49,3.66,4.99,6.42,8.68,11.78,14.28,16.62,16.79,14.77,10.66,6.31,4.12
12020000,211.79,143.13,9.70,10.40,14.62,1.068,16.2,4.16,0.346,4.8,77.0,78,290.7,121.0,292,119,189.6,155,22.4,6.4,19,5,586.7,21.1,0.401,28.91,24.75,21.61,15.91,9.75,8.27,3.47,4.60,8.82,18.46,34.47,32.59,2.49,4.06,5.79,7.91,10.99,13.66,16.16,16.35,14.18,9.67,5.40,3.01
12020800,188.24,143.02,9.51,10.40,14.97,0.869,16.3,4.36,0.688,4.6,76.2,76,288.7,125.7,292,121,192.8,166,23.7,6.3,20,5,578.7,18.3,0.382,25.13,21.44,18.44,14.06,8.92,8.17,3.25,4.53,8.48,16.53,31.52,27.61,2.70,4.32,6.07,8.28,11.42,14.07,16.62,16.80,14.63,10.02,5.73,3.21
12024000,176.33,139.57,9.48,10.30,14.53,1.277,16.1,3.74,0.558,4.7,71.5,72,284.7,128.0,286,126,175.7,165,21.8,5.2,20,5,584.9,19.1,0.318,23.18,18.70,18.33,16.66,12.70,9.21,4.23,4.35,7.64,13.36,24.16,23.95,2.25,3.69,5.18,7.89,11.06,13.80,16.50,16.58,14.04,9.54,5.12,2.87
12024400,167.80,135.05,9.76,10.40,14.80,0.887,16.1,3.77,0.569,4.7,72.5,73,285.8,126.1,289,123,171.2,163,21.6,5.0,20,5,592.9,17.3,0.309,21.91,17.86,17.78,16.11,12.24,9.15,4.16,4.42,7.32,12.94,22.63,22.38,2.43,3.84,5.32,8.07,11.21,13.94,16.58,16.64,14.15,9.67,5.31,3.06
12025000,151.69,115.13,10.04,10.70,15.42,1.079,16.4,4.25,0.624,5.1,72.1,74,286.2,126.0,292,120,168.0,159,20.9,5.1,20,5,603.0,15.6,0.330,20.09,16.49,15.97,13.53,10.10,7.61,3.50,3.90,6.61,11.83,21.45,21.06,2.93,4.45,6.07,8.73,11.88,14.59,17.14,17.21,14.72,10.19,5.79,3.48
12025700,151.40,121.63,8.97,9.60,13.73,1.043,15.6,3.35,0.434,4.4,72.3,73,282.9,130.1,286,125,182.6,161,23.0,5.5,20,5,566.2,26.9,0.320,19.62,16.18,14.72,13.17,10.32,8.08,3.83,4.28,6.24,11.00,21.68,21.30,1.79,3.15,4.59,7.01,10.20,13.04,15.94,16.00,13.45,8.96,4.70,2.42
12026150,145.03,130.05,9.39,10.50,14.37,1.175,15.6,3.65,0.596,4.9,72.7,74,284.9,127.2,290,122,173.4,155,21.6,5.3,19,5,580.3,22.7,0.328,18.86,15.70,14.28,12.38,9.62,7.52,3.56,4.04,5.97,10.66,21.05,20.58,2.26,3.65,5.17,7.63,10.81,13.62,16.42,16.47,13.92,9.43,5.13,2.87
12026400,138.34,122.02,9.85,10.70,14.95,1.139,16.4,4.15,0.775,5.2,73.7,77,287.1,124.9,294,119,166.1,158,20.8,5.2,20,5,596.9,18.4,0.346,18.28,15.40,13.86,11.42,8.54,6.67,3.17,3.70,5.75,10.41,20.60,20.08,2.79,4.23,5.82,8.31,11.48,14.26,16.91,16.95,14.40,9.95,5.65,3.37
12027500,156.17,123.90,10.20,10.70,15.46,1.010,16.3,4.47,0.571,5.2,75.8,79,290.0,121.8,292,120,169.6,157,20.9,5.3,20,5,607.1,15.8,0.377,21.22,17.97,16.27,12.32,8.33,6.62,2.94,3.71,6.65,12.74,24.31,23.36,3.13,4.66,6.35,8.78,11.90,14.59,17.10,17.19,14.80,10.35,6.00,3.66
12030000,179.46,148.33,10.09,10.50,15.51,0.465,16.3,4.78,0.198,5.0,79.6,80,285.9,124.7,285,123,178.7,163,22.6,5.5,20,5,596.7,13.2,0.411,26.04,21.66,19.04,12.99,8.61,6.48,3.00,3.64,7.70,14.88,27.28,28.07,3.37,4.92,6.46,9.02,12.07,14.74,17.34,17.53,15.18,10.87,6.22,3.88
12031000,158.65,172.64,10.21,10.60,15.50,0.936,16.4,4.60,0.534,5.1,76.8,80,288.6,122.1,287,124,166.9,169,20.8,5.2,21,5,607.8,15.3,0.390,22.05,18.59,16.64,12.17,8.12,6.30,2.86,3.63,6.73,12.90,24.87,24.05,3.23,4.77,6.42,8.88,12.03,14.70,17.22,17.32,14.92,10.48,6.12,3.78
12032500,226.66,171.74,10.46,10.80,15.67,0.349,16.5,4.86,0.164,5.1,80.3,79,288.3,123.4,286,128,178.4,174,22.6,5.4,22,6,616.5,13.4,0.428,33.39,28.44,24.36,16.54,10.49,6.77,3.68,4.50,9.19,18.95,34.88,35.70,3.58,5.02,6.53,9.21,12.31,14.93,17.38,17.58,15.25,10.92,6.33,4.08
12035000,305.17,189.27,9.67,10.80,15.04,1.225,16.4,4.81,0.320,5.2,82.2,79,291.2,123.7,290,123,197.7,170,23.8,6.3,21,6,585.8,15.0,0.432,44.63,39.20,33.76,21.20,13.48,8.60,5.40,6.11,12.22,26.09,45.63,48.87,3.31,4.74,6.14,8.63,11.92,14.42,16.94,17.13,15.00,10.72,6.00,3.88
12035002,188.44,199.20,10.15,10.50,15.45,0.979,16.3,4.66,0.491,5.1,78.0,79,288.9,122.6,290,124,173.1,179,21.5,5.4,22,6,604.9,15.0,0.405,26.73,22.82,20.12,14.01,9.20,6.72,3.35,4.11,7.85,15.59,29.09,29.15,3.29,4.80,6.40,8.88,12.05,14.68,17.19,17.31,14.97,10.57,6.13,3.84
12035400,548.00,357.09,8.06,8.80,12.28,1.609,15.1,3.88,1.040,4.2,86.0,85,293.2,125.0,291,129,228.4,209,24.8,9.4,24,8,527.5,25.6,0.442,80.49,72.48,62.48,35.57,25.03,14.33,10.16,10.44,20.10,47.25,81.83,89.91,1.58,3.03,4.06,6.10,9.35,12.12,15.10,15.52,13.75,9.26,4.46,2.38
12035450,460.62,352.61,8.93,8.80,13.44,0.970,15.3,4.68,0.459,4.4,84.5,86,295.1,123.9,291,128,213.8,205,23.5,8.6,23,8,559.5,20.9,0.433,66.97,59.75,51.41,30.67,21.59,12.89,8.75,8.96,17.20,39.12,67.67,74.09,2.40,3.98,5.16,7.34,10.64,13.21,16.00,16.42,14.49,10.14,5.32,3.09
12036000,491.68,339.83,8.40,8.90,13.14,1.677,15.1,4.20,0.900,4.3,85.7,86,292.8,126.0,290,130,219.9,195,24.1,8.7,22,7,539.8,22.9,0.437,71.98,64.38,55.57,32.47,22.58,13.34,9.18,9.53,18.39,42.27,73.02,79.99,2.06,3.54,4.72,6.90,10.18,12.83,15.66,16.06,14.16,9.76,4.90,2.78
12037400,379.74,230.75,9.07,10.30,14.15,1.551,15.5,4.48,0.718,5.3,85.2,82,295.7,122.2,304,111,203.8,177,23.2,7.5,22,6,561.0,17.8,0.430,55.49,48.87,42.48,25.68,17.64,10.81,7.11,7.49,14.66,32.62,56.25,60.69,2.87,4.28,5.60,7.83,11.07,13.64,16.18,16.48,14.47,10.19,5.59,3.46
12039000,398.49,287.91,9.31,10.20,13.97,1.201,14.9,4.53,0.445,4.5,85.7,86,298.1,119.7,306,109,206.0,187,23.4,7.9,23,6,569.1,18.2,0.426,57.46,51.25,43.99,27.29,18.72,11.58,7.71,7.99,15.40,34.21,59.41,63.74,2.90,4.37,5.56,7.69,10.90,13.50,16.06,16.35,14.52,10.13,5.63,3.46
12039005,396.39,287.12,9.33,10.20,13.99,1.196,15.0,4.53,0.441,4.3,85.7,86,298.3,119.5,307,109,205.6,187,23.4,7.9,22,6,569.6,18.1,0.426,57.14,50.96,43.72,27.17,18.63,11.55,7.67,7.97,15.35,34.03,59.08,63.38,2.92,4.39,5.58,7.71,10.91,13.51,16.05,16.34,14.53,10.14,5.65,3.48
12039300,451.77,386.02,7.14,8.60,10.53,2.012,15.1,2.35,1.610,4.6,86.3,86,296.0,123.9,300,116,231.3,219,25.0,9.2,25,9,500.6,30.3,0.425,61.65,58.02,48.78,29.15,20.41,13.93,9.35,9.35,16.78,39.46,72.19,73.11,0.02,1.24,2.13,4.22,7.31,10.40,13.80,14.08,12.41,7.42,2.88,0.80
12039500,415.84,329.43,7.70,9.70,11.83,2.372,15.3,3.30,1.658,5.2,86.4,88,295.4,123.0,299,116,224.2,185,24.7,8.9,22,7,518.9,27.3,0.423,56.82,52.93,44.62,28.07,19.24,12.43,8.28,8.38,15.76,36.15,67.42,65.86,1.21,2.51,3.50,5.59,8.72,11.60,14.71,15.03,13.33,8.53,4.06,1.92
12040500,363.51,275.41,8.91,9.80,13.36,1.769,14.1,4.28,1.108,5.2,84.0,84,295.2,120.1,290,120,208.5,183,23.9,8.0,23,7,556.9,19.0,0.403,46.74,42.80,37.13,24.73,18.29,11.39,7.53,8.02,14.65,32.58,65.40,54.31,2.70,4.07,5.11,7.05,10.07,12.70,15.41,15.73,14.23,9.80,5.42,3.28
12041200,403.18,303.82,7.87,9.80,11.91,2.630,14.5,3.26,1.918,5.2,84.3,83,294.6,123.7,292,124,216.8,193,24.4,8.2,23,8,530.8,29.5,0.415,54.92,49.52,43.49,28.83,20.14,12.22,8.04,8.43,14.74,33.94,65.58,63.22,1.38,2.65,3.59,5.61,8.71,11.57,14.70,14.97,13.36,8.57,4.16,1.99
12041500,362.17,250.44,6.83,7.70,11.02,1.535,13.9,2.63,1.313,5.2,84.3,85,292.4,126.8,291,126,203.3,167,23.6,7.0,21,6,498.0,34.8,0.456,53.34,42.54,41.22,23.78,13.98,8.42,5.20,7.15,11.44,36.76,59.67,59.12,0.42,1.56,2.52,4.54,7.61,10.82,14.23,14.43,12.78,7.80,3.36,0.89
12043000,321.80,289.71,9.37,9.90,13.66,1.098,14.6,4.40,0.545,5.1,82.9,82,292.9,123.7,292,127,199.6,196,23.3,7.9,23,8,575.9,19.8,0.401,43.06,40.90,34.82,23.81,15.79,10.08,7.06,7.42,11.90,28.98,49.52,48.39,2.85,4.16,5.21,6.99,10.02,12.81,15.60,15.87,14.53,9.92,5.48,3.18
12043300,286.35,233.57,9.70,9.30,14.43,0.288,13.9,4.96,0.236,5.3,83.4,85,293.1,123.3,293,123,193.9,183,22.9,8.0,22,7,579.3,15.7,0.393,38.56,35.62,30.49,21.04,13.60,9.46,7.21,6.85,10.99,25.86,43.98,42.90,3.45,4.72,5.82,8.07,11.11,13.63,16.02,16.32,14.72,10.42,6.00,3.86
12044900,279.84,163.52,5.83,7.90,9.77,2.040,14.4,1.71,1.703,4.6,82.2,81,294.1,127.9,306,115,195.5,137,24.1,6.3,17,4,469.7,45.2,0.442,41.30,33.74,30.17,19.15,12.02,7.57,4.66,5.82,9.28,24.88,46.02,45.13,-0.64,0.51,1.35,3.49,6.50,9.64,13.26,13.48,11.77,6.58,2.38,0.14
12045500,272.51,137.79,6.08,9.10,10.10,2.130,13.8,1.91,1.726,4.5,81.8,80,296.0,126.3,311,111,188.1,135,23.2,5.9,17,4,477.3,43.3,0.450,40.43,33.16,29.79,18.29,11.25,7.13,4.42,5.56,8.68,24.55,44.67,44.42,-0.37,0.78,1.64,3.80,6.81,9.97,13.52,13.74,12.02,6.91,2.61,0.37
12048000,178.39,76.46,5.25,9.60,9.56,2.621,14.0,1.17,2.080,5.9,77.4,77,288.5,131.5,304,106,187.3,136,24.2,6.1,17,5,459.1,50.9,0.418,26.75,21.47,19.39,11.87,8.18,6.40,3.90,4.20,5.99,14.49,26.99,28.68,-1.13,0.00,0.74,3.26,6.27,9.58,13.04,13.25,11.51,6.71,1.94,-0.29
12050500,139.80,86.67,8.59,10.00,13.35,1.131,15.0,4.38,1.239,5.8,81.0,81,296.1,114.3,300,105,175.8,143,22.5,6.6,18,6,556.3,23.8,0.356,19.39,16.50,14.69,9.97,7.90,6.63,3.95,4.27,5.61,10.54,19.65,21.55,1.65,3.34,4.37,7.25,10.38,13.41,16.57,16.57,14.75,10.34,5.18,2.59
12052210,197.91,169.44,5.71,7.20,9.61,2.185,12.8,1.78,1.766,3.9,80.3,81,283.5,134.5,286,128,184.8,168,23.3,7.1,21,7,466.5,37.4,0.409,27.23,24.43,21.63,13.32,10.01,7.40,4.67,4.45,6.03,15.79,30.74,32.35,-0.77,0.48,1.32,3.59,6.66,9.65,13.00,13.33,11.60,6.43,2.33,0.19
12054000,248.25,160.06,5.40,8.60,10.10,2.272,15.9,2.07,1.853,5.5,81.6,81,280.6,136.2,292,118,189.0,161,23.7,6.6,20,6,452.7,39.9,0.421,33.79,31.03,27.17,15.35,10.80,8.76,4.48,5.09,9.36,23.84,37.72,40.63,-0.46,0.85,1.78,4.02,7.15,10.13,13.43,13.77,12.05,6.98,2.62,0.45
12056500,317.28,258.92,6.22,6.80,10.58,1.901,15.1,2.64,1.597,4.2,84.2,83,285.5,132.7,282,130,214.8,195,25.3,6.9,25,6,473.9,36.3,0.437,44.64,39.64,34.83,20.82,12.56,9.44,5.13,6.10,12.57,29.93,49.53,51.94,0.08,1.46,2.39,4.50,7.61,10.55,13.82,14.18,12.47,7.44,3.16,1.01
12057500,299.72,258.40,6.85,10.20,11.56,2.462,15.7,3.12,1.632,5.0,83.2,81,285.1,130.2,292,119,208.2,188,25.2,6.4,25,5,496.0,31.4,0.443,42.34,37.94,32.95,19.60,11.53,8.60,4.67,5.70,11.85,27.99,47.15,49.40,0.61,2.11,3.12,5.37,8.55,11.45,14.64,14.99,13.16,8.24,3.74,1.54
12058790,297.43,239.50,7.03,10.30,11.75,2.542,15.9,3.21,1.639,5.1,83.1,81,285.5,129.5,293,118,207.0,183,25.2,6.4,24,5,502.0,30.6,0.444,42.07,37.75,32.70,19.47,11.41,8.44,4.62,5.64,11.74,27.62,46.91,49.08,0.72,2.25,3.27,5.55,8.75,11.62,14.80,15.14,13.28,8.38,3.86,1.64
12059500,288.88,196.52,7.55,10.60,12.36,2.716,15.9,3.50,1.638,5.5,82.7,81,286.7,127.7,294,117,202.8,168,25.0,6.1,22,5,519.9,28.0,0.448,41.02,36.95,31.70,18.93,11.00,7.94,4.43,5.43,11.31,26.39,45.91,47.81,1.10,2.66,3.75,6.11,9.36,12.16,15.29,15.59,13.63,8.79,4.24,1.97
12060500,346.69,226.53,8.19,10.10,13.00,1.795,15.8,4.30,1.009,5.0,83.3,81,287.8,125.6,292,119,208.3,178,25.1,6.4,23,5,538.1,24.3,0.459,49.77,45.70,39.18,22.49,12.96,8.05,5.64,6.29,13.66,29.71,55.32,58.22,1.82,3.51,4.56,6.72,10.00,12.76,15.86,16.22,14.38,9.71,4.96,2.72
