STAID,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER
11220500,0.81,4,1.28,18030010000570,0.00,0.00,0.06,54.4,0.0,0.8,10.18,34.8,444.7,44.7,55.7,59.4,39.2,19.7,9.6,4.9,2.5,1.6,2.1,4.2,17.8,261.3,63.06,19.75,17.00,0.19,0.00,0.00,0.00
11221500,0.71,6,1.61,18030012000170,6.81,25.29,1.53,67.7,0.0,0.2,9.51,7.3,444.1,40.8,43.2,45.4,42.4,42.8,50.5,61.2,61.3,53.6,40.0,29.7,31.1,541.9,61.56,19.06,9.01,5.13,1.48,3.13,0.63
11221700,0.92,4,1.39,18030008000157,0.59,0.00,0.15,58.5,0.0,1.4,10.35,28.3,164.5,56.6,67.4,71.7,48.2,24.9,12.5,6.1,3.0,2.0,2.3,5.9,24.6,325.2,64.77,15.00,7.70,10.96,0.00,0.00,1.58
11224500,1.19,5,1.82,18030011000011,0.00,0.00,0.01,29.0,0.0,2.4,10.38,78.4,166.7,20.5,30.0,28.2,16.5,7.9,3.7,2.0,1.0,0.9,1.0,2.8,6.8,121.3,62.84,14.15,14.06,7.29,1.65,0.00,0.00
11226500,0.65,4,2.03,18040006000184,7.73,6.24,1.58,64.9,2.6,0.8,9.61,7.2,270.6,35.6,33.5,46.9,57.1,78.3,89.1,91.2,78.9,61.3,46.0,35.9,30.0,684.0,60.91,18.66,17.96,2.16,0.00,0.00,0.31
11230000,0.73,5,1.23,18040006000837,19.37,17.52,4.00,69.7,0.3,0.0,9.67,2.9,271.9,17.6,10.8,8.1,8.2,16.0,40.3,79.7,97.2,95.2,70.9,44.8,26.2,514.9,59.95,18.40,10.41,3.99,5.28,0.00,1.99
11230200,0.99,2,1.15,18040006000083,7.65,3.75,1.02,67.6,2.5,0.5,9.26,2.7,271.0,35.7,29.8,31.3,36.2,63.0,86.2,94.7,85.8,70.0,48.0,36.8,34.1,651.7,73.23,26.17,0.00,0.00,0.00,0.00,0.59
11230215,0.74,5,1.28,18040006000081,18.13,15.32,3.77,69.5,0.5,0.1,9.70,2.9,271.8,19.2,12.6,10.3,10.7,19.7,43.6,80.5,96.0,92.9,68.8,44.0,26.8,525.4,59.63,18.03,9.52,3.65,6.27,0.00,2.90
11230500,0.62,3,1.46,18040006000145,18.32,3.46,2.37,70.2,2.2,0.6,9.68,1.8,270.6,15.9,10.3,7.8,8.4,19.1,46.7,82.8,100.7,98.4,72.8,43.7,25.1,531.8,50.82,26.54,22.64,0.00,0.00,0.00,0.00
11230530,0.61,3,1.48,18040006000145,18.54,4.69,2.36,70.2,2.2,0.6,9.68,1.8,270.6,16.2,10.6,8.2,8.9,19.7,47.1,82.9,100.5,98.0,72.5,43.6,25.2,533.3,50.50,26.37,22.97,0.00,0.00,0.00,0.17
11231500,0.72,4,1.42,18040006001607,14.11,26.18,4.48,71.6,2.0,0.5,9.52,1.7,269.8,28.4,24.5,25.0,27.7,41.4,61.8,87.2,93.6,86.6,64.7,43.4,31.2,615.6,61.05,22.03,15.78,1.14,0.00,0.00,0.00
11231600,0.72,4,1.42,18040006001607,14.03,25.41,4.47,71.6,2.0,0.5,9.54,1.7,269.8,28.5,24.7,25.2,27.8,41.5,61.9,87.1,93.5,86.5,64.6,43.3,31.3,615.8,60.71,21.91,15.69,1.65,0.00,0.00,0.04
11234760,0.68,5,1.70,18040006000054,9.01,21.08,1.88,65.9,2.2,0.5,9.70,5.3,271.5,49.4,51.8,59.0,57.3,60.7,63.2,68.1,63.5,53.6,39.4,31.6,34.5,632.1,59.25,18.72,12.35,2.85,4.50,0.00,2.33
11237000,0.65,4,1.48,18040006000693,10.80,21.03,2.75,62.8,2.5,0.4,10.16,4.7,273.1,59.3,61.4,62.1,63.5,78.2,85.1,82.7,69.3,55.9,39.4,36.0,44.2,737.1,62.34,19.77,9.48,2.94,0.00,0.00,5.48
11237500,0.52,3,1.25,18040006000675,3.90,2.15,0.31,58.7,0.0,0.0,9.94,5.2,276.8,70.3,76.8,81.5,81.7,86.3,79.4,67.1,50.0,35.8,24.3,27.6,43.8,724.6,48.81,46.59,4.37,0.00,0.00,0.00,0.23
11237700,0.53,3,1.26,18040006000675,3.79,2.12,0.31,58.7,0.0,0.0,9.94,5.2,276.8,70.4,76.8,81.5,81.7,86.4,79.3,67.0,49.9,35.7,24.3,27.6,43.8,724.5,47.44,45.28,4.71,0.00,0.00,0.00,2.57
11238500,0.68,4,1.42,18040006000742,8.03,18.28,2.01,61.2,1.8,0.2,9.96,5.5,273.4,66.6,73.5,77.1,74.9,79.1,75.5,66.9,52.6,40.5,28.4,29.2,43.2,707.5,49.85,21.42,8.01,6.94,0.00,0.00,13.78
11238600,0.69,5,1.59,18040006000031,8.43,17.84,1.80,65.2,2.2,0.5,9.69,5.5,271.6,52.9,56.7,63.4,60.5,62.2,62.8,65.3,59.4,49.6,36.4,30.3,35.7,635.2,58.95,18.61,11.36,3.18,4.43,0.00,3.47
11239300,0.90,2,1.07,18040006000642,0.00,0.00,0.00,60.2,0.0,0.0,9.71,5.0,271.0,80.8,98.6,108.5,100.7,85.0,56.3,32.5,17.4,10.3,7.2,15.1,42.0,654.3,66.49,26.16,0.00,0.00,0.00,0.00,7.35
11241500,0.67,3,1.41,18040006000025,18.86,44.66,11.47,58.7,0.0,0.0,10.37,15.5,278.7,79.1,100.2,107.5,91.4,64.3,37.1,19.7,10.3,6.2,4.5,11.5,39.7,571.5,66.94,20.14,9.49,0.00,0.00,0.00,3.43
11242000,0.68,5,1.63,18040006000018,8.64,21.91,1.98,64.6,2.0,0.5,9.69,6.5,271.8,54.5,59.5,66.1,61.5,60.8,59.7,61.1,55.3,46.1,33.9,28.6,35.7,622.7,58.72,18.09,11.41,2.97,4.91,0.00,3.90
11242400,0.69,3,1.17,18040006001408,0.00,0.00,0.00,61.4,3.2,1.5,9.88,9.7,281.7,114.0,127.4,134.2,112.6,82.2,49.5,26.8,14.1,8.0,6.1,20.8,61.6,757.4,68.68,23.29,8.04,0.00,0.00,0.00,0.00
11244000,0.65,3,1.44,18040006001548,12.04,22.98,3.19,61.7,3.3,2.4,10.03,20.6,277.2,101.6,118.5,122.6,95.1,60.6,33.6,17.4,9.2,5.2,4.5,16.1,52.4,636.7,61.11,14.49,24.07,0.00,0.00,0.00,0.34
11246500,0.68,4,1.39,18040006001614,5.23,16.06,1.32,61.2,2.6,1.8,10.08,20.9,273.4,93.2,110.2,114.5,86.4,52.8,28.2,14.2,7.3,4.4,3.8,14.0,46.6,575.7,56.21,11.73,24.39,4.13,0.00,0.00,3.54
11246700,0.68,5,1.77,18040006000013,8.32,22.36,1.89,64.1,2.0,0.6,9.74,8.1,272.0,57.8,64.1,70.4,63.3,59.2,55.7,55.6,49.8,41.3,30.4,26.7,36.3,610.7,58.44,17.23,12.40,3.02,4.96,0.00,3.95
11247000,0.68,5,1.80,18040006000601,8.22,20.12,1.87,64.0,2.0,0.6,9.74,8.3,272.0,57.5,63.8,70.1,62.9,58.6,55.1,54.9,49.1,40.8,30.0,26.4,36.0,605.2,58.49,16.94,12.17,2.96,5.40,0.00,4.04
11251000,0.70,5,1.79,18040001002725,8.50,32.96,2.09,62.4,1.8,0.6,9.87,12.5,273.6,54.7,61.3,67.3,59.0,53.5,49.5,48.9,43.6,36.2,26.7,23.8,33.3,557.7,58.74,17.25,11.47,3.25,5.57,0.00,3.71
11253310,1.24,4,1.71,18030011000704,0.00,0.00,0.01,31.1,0.0,0.5,10.26,36.2,168.0,24.8,34.9,34.1,20.4,9.9,4.8,2.1,1.2,0.8,1.1,3.2,9.6,146.6,65.90,16.24,7.88,9.98,0.00,0.00,0.00
11255575,1.53,5,1.60,18040001002566,0.04,0.00,0.03,34.3,0.0,10.5,10.66,407.8,328.2,12.8,20.3,21.7,12.6,6.1,2.8,1.3,0.7,0.7,1.1,2.0,4.7,86.7,61.60,15.51,8.87,5.54,3.04,0.00,5.43
11257100,0.37,1,1.22,18040007000065,0.00,0.00,0.10,57.1,3.5,2.5,9.80,20.6,361.2,102.3,121.8,122.5,89.7,50.1,25.3,12.4,6.2,3.9,3.8,16.9,52.2,607.1,100.00,0.00,0.00,0.00,0.00,0.00,0.00
11257500,0.54,4,1.79,18040007000045,0.37,0.00,0.17,55.9,3.3,2.6,10.60,34.7,358.9,73.5,88.7,90.8,62.8,34.0,17.0,8.3,4.1,2.8,2.7,10.4,35.6,430.6,58.10,22.64,8.37,10.89,0.00,0.00,0.00
11258000,0.72,4,1.53,18040007000004,2.42,0.00,1.28,52.3,1.9,1.6,10.87,41.9,354.1,50.9,62.3,64.6,43.8,23.0,11.4,5.5,2.7,1.9,2.1,7.0,23.5,298.8,60.63,18.45,11.41,8.53,0.00,0.00,0.98
11258900,0.74,3,1.32,18040007000126,0.61,0.00,0.44,47.0,3.8,4.3,10.69,56.0,374.3,82.9,97.0,94.9,63.7,32.6,16.1,7.8,3.8,2.7,2.9,10.9,41.5,456.8,63.61,22.67,10.33,0.00,0.00,0.00,3.39
11259000,0.76,4,1.60,18040007000083,0.51,0.00,1.26,46.5,2.3,2.4,10.63,32.5,361.5,51.7,62.6,63.1,42.6,21.8,10.6,5.2,2.6,1.8,2.1,6.8,24.1,295.0,59.98,18.78,11.34,9.19,0.00,0.00,0.70
11260480,0.79,4,1.57,18040007000163,0.77,0.00,0.16,42.2,2.3,4.0,10.76,90.4,368.5,56.9,68.1,67.2,45.1,22.6,11.2,5.2,2.5,1.8,2.2,7.1,27.0,316.9,65.00,11.57,18.18,2.74,0.00,0.00,2.52
11261500,0.76,9,2.47,18040001000078,4.21,28.89,1.02,48.5,0.5,3.3,12.04,3147.0,218.3,25.9,30.0,32.1,26.1,21.7,20.5,21.5,20.1,17.2,13.2,11.6,15.7,255.6,37.04,12.51,7.78,4.37,2.66,3.65,31.99
11264500,0.77,4,2.01,18040008000147,4.99,5.65,0.97,59.6,2.5,0.5,9.59,3.6,692.1,56.6,49.8,55.3,60.5,77.5,83.2,84.8,71.8,52.7,40.7,37.1,44.0,713.9,64.92,21.55,6.59,6.95,0.00,0.00,0.00
11266500,0.74,6,1.98,18040008000124,3.92,4.05,0.76,59.6,2.7,0.7,9.64,5.1,692.6,77.1,71.0,77.6,76.7,84.4,79.0,71.9,56.5,39.7,30.9,34.8,52.9,752.5,65.18,16.75,10.31,5.19,0.74,1.36,0.48
11268000,0.71,4,1.55,18040008000035,1.09,0.00,0.17,57.6,2.8,2.0,9.69,10.5,688.3,114.0,118.5,122.9,99.4,72.4,45.3,27.9,16.0,9.0,7.2,21.1,62.5,716.3,62.34,16.53,12.57,8.56,0.00,0.00,0.00
11268001,0.71,4,1.55,18040008000035,1.09,0.00,0.17,57.6,2.8,2.0,9.69,10.5,688.3,114.0,118.5,122.9,99.4,72.4,45.3,27.9,16.0,9.0,7.2,21.1,62.5,716.3,62.34,16.53,12.57,8.56,0.00,0.00,0.00
11269300,1.00,3,1.60,18040008000418,0.00,0.00,0.01,46.8,3.5,6.5,9.85,148.6,694.3,87.4,101.0,99.2,65.5,33.1,16.2,7.8,4.1,2.6,2.8,11.7,44.1,475.4,75.43,15.35,9.22,0.00,0.00,0.00,0.00
11269700,0.76,6,1.81,18040008000006,4.44,23.56,1.15,55.1,2.7,2.4,9.86,29.8,690.7,90.5,94.0,96.8,76.7,58.9,43.0,32.7,23.2,15.6,12.6,21.2,51.4,616.4,63.91,17.53,8.35,4.63,0.23,4.88,0.48
11270900,0.76,6,1.82,18040002001184,4.80,27.54,1.18,54.6,2.7,2.4,9.87,33.2,689.6,88.9,92.5,95.3,75.3,57.7,42.1,32.0,22.7,15.3,12.3,20.8,50.4,605.2,64.01,17.41,8.08,4.48,0.24,5.29,0.48
11271320,1.31,4,1.45,18040002002071,0.61,0.00,0.31,36.0,0.0,2.1,12.45,467.3,384.0,16.8,23.7,25.1,15.6,7.6,3.7,1.5,1.0,1.0,1.2,2.4,6.0,105.5,63.56,19.93,8.84,5.70,0.00,0.00,1.97
11272500,0.83,7,1.67,18040002002529,4.24,21.40,1.08,51.1,2.2,2.4,10.41,170.0,602.7,75.7,79.6,82.2,64.4,48.8,35.3,26.7,19.0,12.8,10.4,17.7,42.5,515.3,59.56,16.09,7.35,4.98,0.31,6.96,4.75
11274000,0.81,10,2.50,18040002000118,4.36,28.09,1.19,46.5,0.6,3.9,11.79,2832.6,262.6,29.1,33.1,35.0,27.8,22.3,19.7,19.4,17.4,14.5,11.2,11.0,17.1,257.6,41.80,13.10,7.72,5.00,2.23,3.55,26.61
11274500,1.05,4,1.63,18040002000233,0.08,0.00,0.04,30.1,0.1,1.8,10.73,69.0,325.3,18.2,24.7,22.9,13.0,6.3,2.9,1.4,0.8,0.8,1.1,2.6,5.8,100.5,67.47,15.61,4.78,10.31,0.00,0.00,1.84
11274538,0.06,4,1.31,18040002000230,0.00,0.00,0.05,29.8,0.0,2.7,10.95,211.1,289.1,15.2,21.1,19.7,11.1,5.3,2.5,1.1,0.7,0.7,1.0,2.4,4.9,85.7,0.00,0.00,0.01,48.53,0.00,0.00,51.46
11274550,0.81,10,2.59,18040002000112,4.27,30.18,1.15,46.0,0.6,3.9,11.80,2758.8,259.6,28.5,32.5,34.3,27.2,21.7,19.1,18.8,16.8,14.0,10.9,10.7,16.7,251.3,41.77,13.03,7.57,5.07,2.15,3.52,26.90
11274630,1.08,4,1.42,18040002002399,0.00,0.00,0.01,30.9,0.0,0.8,10.30,39.2,340.5,14.5,21.0,19.4,10.8,5.3,2.5,1.0,0.7,0.7,1.1,2.5,4.4,83.8,69.97,11.19,6.49,12.35,0.00,0.00,0.00
11274790,0.73,5,1.49,18040009000074,4.52,0.00,0.91,63.6,2.9,0.7,9.61,5.5,394.2,29.8,22.6,25.7,36.7,69.4,95.6,111.7,99.9,76.6,60.4,45.4,31.7,705.5,61.96,19.78,10.95,3.71,3.59,0.00,0.00
11275000,0.70,3,1.28,18040009000154,14.58,6.41,2.30,61.0,2.9,0.3,10.16,4.3,390.4,72.0,62.8,72.0,79.5,104.6,105.1,105.2,92.4,78.1,65.7,60.1,61.3,958.9,48.18,13.40,38.41,0.00,0.00,0.00,0.00
11276500,0.75,5,1.44,18040009000072,7.22,18.18,1.62,62.8,2.9,0.7,9.71,5.5,393.7,45.3,38.6,43.6,52.1,79.0,94.6,104.1,92.1,72.3,58.0,47.6,40.9,768.3,59.47,20.26,12.78,3.45,4.04,0.00,0.00
11276600,0.73,5,1.47,18040009000065,6.97,14.79,1.54,62.7,2.9,0.8,9.70,6.2,393.7,49.3,43.5,48.2,54.5,77.7,90.9,99.0,87.4,68.5,55.0,46.1,42.2,762.2,59.07,19.55,12.33,3.33,5.73,0.00,0.00
11276900,0.73,5,1.46,18040009000065,6.92,14.37,1.53,62.7,2.9,0.8,9.70,6.3,393.4,49.4,43.7,48.4,54.6,77.5,90.6,98.6,87.0,68.2,54.8,45.9,42.1,760.8,58.62,19.40,12.24,3.30,5.98,0.00,0.46
11277300,0.75,4,1.35,18040009000175,13.61,21.65,4.50,58.5,3.0,0.6,10.52,6.9,393.6,79.1,70.3,78.4,82.4,102.7,99.4,97.6,89.2,76.6,66.5,63.2,65.9,971.4,54.18,26.46,14.25,5.12,0.00,0.00,0.00
11278000,0.64,4,1.17,18040009000376,17.58,28.86,4.44,57.1,3.2,0.4,9.86,7.0,394.0,98.6,96.6,109.4,101.8,99.8,77.9,61.2,44.7,31.9,26.1,39.6,66.3,853.9,40.36,32.15,24.63,2.86,0.00,0.00,0.00
11278300,0.70,5,1.48,18040009000947,13.37,17.23,3.89,58.1,3.1,0.8,10.16,9.4,393.4,89.1,86.0,94.8,89.8,94.5,81.9,73.7,63.0,51.7,44.4,49.3,64.7,883.0,48.90,25.97,15.82,6.37,2.24,0.00,0.70
11278400,0.69,5,1.44,18040009001269,13.03,16.10,3.77,58.1,3.1,0.8,10.13,9.8,393.4,89.5,87.0,95.6,89.7,93.0,80.0,71.7,61.2,50.2,43.2,48.3,64.4,873.9,49.00,25.94,15.42,6.20,2.58,0.00,0.86
11281000,0.59,3,1.29,18040009000023,0.00,0.00,0.02,60.2,3.1,2.4,10.35,17.2,400.5,133.3,128.2,130.9,93.3,57.3,30.0,15.1,7.6,4.2,4.6,18.9,73.0,696.4,59.46,18.82,21.72,0.00,0.00,0.00,0.00
11282000,0.62,3,1.30,18040009000040,0.31,0.00,0.06,59.5,3.3,1.4,9.73,15.5,396.4,134.1,130.4,135.1,104.0,74.1,43.9,24.5,13.2,7.4,6.9,23.9,75.8,773.1,55.72,20.77,20.99,0.00,0.00,0.00,2.51
11283500,0.95,4,1.38,18040009000225,0.66,2.19,0.17,57.6,3.3,2.4,10.12,16.1,393.2,114.8,122.1,131.5,108.7,85.5,53.8,33.8,21.7,14.3,12.4,31.0,68.8,798.5,60.73,18.87,10.05,10.01,0.00,0.00,0.33
11284400,1.02,3,1.35,18040009000341,0.00,0.00,0.03,48.5,4.5,4.9,10.65,129.2,404.6,107.5,123.3,121.2,81.3,41.4,20.6,10.2,4.9,3.3,3.0,16.6,56.2,589.5,60.70,10.47,15.47,0.00,0.00,0.00,13.36
11284700,1.27,3,1.18,18040009000299,0.00,0.00,0.07,60.5,2.7,2.0,9.99,18.5,390.7,115.5,124.4,142.2,124.6,108.8,66.0,36.8,20.0,11.5,10.7,36.1,72.7,869.1,73.15,14.46,12.39,0.00,0.00,0.00,0.00
11288000,0.83,6,1.68,18040009007912,6.73,26.34,2.26,56.6,2.9,1.9,10.04,25.4,394.5,83.8,85.9,90.3,74.8,66.4,56.3,50.6,41.7,32.3,26.9,31.9,52.7,693.7,55.68,18.04,12.19,4.98,2.04,2.29,4.78
11289650,0.83,6,1.69,18040002002243,6.83,27.41,2.30,56.5,2.9,1.9,10.04,26.7,394.3,83.6,85.7,90.1,74.6,66.2,56.1,50.4,41.5,32.2,26.8,31.8,52.5,691.4,55.63,17.94,12.12,4.95,2.03,2.47,4.86
11290000,0.89,6,1.54,18040002000126,6.50,32.11,2.19,53.5,2.4,1.9,10.50,149.3,352.0,72.6,75.3,79.1,64.7,56.5,47.5,42.5,34.9,27.0,22.6,27.0,44.9,594.7,51.79,16.40,11.15,4.10,3.07,3.29,10.20
11292000,0.90,4,1.63,18040010000225,6.59,14.58,1.26,63.2,2.4,1.0,9.61,4.3,279.2,33.8,19.7,16.6,31.0,80.8,112.6,141.3,151.0,145.2,127.7,90.5,52.5,1002.6,65.59,19.81,13.53,1.06,0.00,0.00,0.00
11292500,1.04,4,1.48,18040010000166,0.11,0.00,0.02,64.9,2.2,1.0,9.61,4.2,279.8,44.4,34.0,37.4,58.7,107.5,122.1,120.8,104.2,81.7,64.3,60.0,49.1,884.1,70.22,11.79,10.41,7.58,0.00,0.00,0.00
11292700,1.03,5,1.79,18040010001898,1.76,11.01,0.49,63.7,2.4,1.2,9.59,7.3,278.4,53.4,46.4,52.5,67.0,104.6,109.6,107.3,94.9,79.1,65.6,60.7,52.0,893.1,65.78,16.90,8.29,4.56,2.87,0.00,1.61
11292900,1.03,5,1.75,18040010001452,2.90,20.06,0.80,63.6,2.3,1.2,9.55,7.8,278.4,58.9,53.8,60.1,71.0,102.7,104.0,100.0,87.6,72.6,60.4,58.0,53.5,882.5,65.82,17.15,7.80,4.13,3.65,0.00,1.45
11293372,1.03,3,1.40,18040010000366,11.62,21.62,4.36,59.6,1.4,0.2,10.55,2.8,304.8,52.5,41.9,48.3,66.5,113.9,125.5,123.1,108.4,88.3,71.7,71.1,58.2,969.5,65.19,7.98,26.76,0.00,0.00,0.00,0.06
11293462,1.15,3,1.09,18040010001647,16.08,31.69,5.35,57.8,1.9,0.9,9.36,4.5,284.7,54.5,46.6,58.0,78.5,125.2,130.6,122.7,105.3,83.8,66.4,68.2,56.8,996.6,78.50,15.32,6.19,0.00,0.00,0.00,0.00
11293500,1.12,4,1.45,18040010004001,8.96,20.06,3.59,59.1,1.4,0.3,10.21,2.9,295.1,53.5,44.2,53.1,72.4,118.1,125.4,118.8,101.1,79.8,63.7,65.9,56.0,952.1,67.89,9.40,22.47,0.21,0.00,0.00,0.03
11293600,1.12,4,1.43,18040010004001,8.88,19.32,3.61,59.1,1.4,0.3,10.21,2.9,294.9,53.6,44.3,53.2,72.6,118.2,125.3,118.6,100.7,79.5,63.4,65.7,55.9,951.0,67.32,9.32,22.28,1.04,0.00,0.00,0.03
11294000,1.10,4,1.25,18040010000330,4.97,12.30,5.06,61.4,1.8,0.3,10.03,4.1,288.9,57.3,47.1,52.8,71.4,116.5,123.2,116.1,96.6,74.3,60.1,64.2,58.7,938.1,70.02,12.16,15.31,2.51,0.00,0.00,0.00
11294500,1.10,5,1.25,18040010000280,3.31,6.54,2.13,60.8,1.8,0.6,10.17,7.9,284.9,77.0,74.6,86.5,96.3,118.8,106.9,86.6,65.0,46.4,37.5,51.2,61.5,908.4,67.00,12.69,9.58,4.69,6.05,0.00,0.01
11295230,0.97,4,1.17,18040010000266,0.00,0.00,0.00,65.0,2.1,1.7,9.92,17.8,278.0,117.0,128.0,144.4,132.1,115.2,77.0,45.4,25.0,13.9,12.9,39.8,75.5,926.3,57.78,12.62,27.90,1.69,0.00,0.00,0.00
11295270,1.10,5,1.25,18040010000280,3.29,6.36,2.15,60.9,1.8,0.7,10.16,7.9,285.5,77.2,74.9,86.7,96.2,118.5,106.7,86.4,65.0,46.5,37.5,51.3,61.7,908.5,66.63,12.62,9.52,4.66,6.35,0.00,0.22
11295300,1.08,5,1.24,18040010000265,2.77,5.96,1.78,61.6,1.9,0.9,10.08,9.5,284.1,84.8,84.9,97.1,102.1,116.6,100.3,78.4,57.5,40.5,33.0,49.0,64.3,908.4,64.05,12.30,11.71,5.07,6.02,0.00,0.85
11295340,0.99,3,1.15,18040010001725,2.60,6.95,0.36,64.4,2.4,2.3,10.07,21.1,296.8,134.1,146.3,148.1,107.0,60.9,30.0,14.8,7.3,4.5,5.5,26.9,75.9,761.2,56.72,36.37,6.90,0.00,0.00,0.00,0.00
11295400,1.08,6,1.52,18040010000092,2.31,14.12,0.97,63.0,2.2,1.3,9.73,10.7,280.5,80.3,80.3,88.5,89.2,101.9,91.1,78.6,64.0,50.3,42.0,50.2,61.2,877.6,62.93,15.09,8.51,4.42,5.59,0.15,3.31
11296500,0.91,4,1.19,18040010000067,2.87,8.09,1.24,61.7,3.0,0.9,9.72,9.2,278.5,62.8,53.2,60.9,76.3,120.7,123.1,120.2,106.3,88.3,75.0,72.0,62.2,1021.0,59.46,14.27,25.29,0.98,0.00,0.00,0.00
11297200,0.89,4,1.18,18040010000066,2.74,6.67,1.16,61.6,2.9,1.0,9.90,10.7,279.0,66.3,58.2,66.7,79.8,119.9,119.0,114.3,100.2,82.9,70.5,69.5,62.8,1010.3,57.53,13.57,24.06,4.76,0.00,0.00,0.08
11298000,1.04,4,1.21,18040010000610,3.29,9.87,1.15,61.6,2.8,1.2,9.95,14.9,280.3,83.6,82.2,91.0,91.9,108.6,97.3,88.1,75.1,61.6,52.8,58.9,66.4,957.3,59.46,9.84,14.84,12.25,0.00,0.00,3.61
11298650,1.38,2,1.10,18040010000418,0.00,0.00,0.00,54.1,2.9,4.0,9.61,34.1,304.4,101.9,110.9,108.9,71.3,37.6,18.6,9.0,4.6,3.0,3.0,14.3,51.6,534.9,88.11,6.33,0.00,0.00,0.00,0.00,5.56
11298700,1.33,2,1.10,18040010000414,0.00,0.00,0.43,51.2,3.0,4.0,9.54,64.0,294.2,100.7,109.9,107.9,70.4,37.0,18.2,8.8,4.6,3.0,3.0,14.1,51.2,528.7,72.02,19.21,0.00,0.00,0.00,0.00,8.77
11299200,1.14,6,1.62,18040010000006,3.02,23.87,2.69,60.2,2.3,1.7,9.94,20.6,280.6,83.7,85.9,92.3,84.8,87.3,74.7,63.2,51.1,40.2,33.9,42.6,58.6,798.4,60.18,15.36,8.76,5.61,3.70,1.51,4.89
11299600,1.24,3,1.16,18040010000650,0.00,0.00,0.01,40.2,3.4,2.9,10.39,337.7,279.8,57.6,63.8,64.3,39.5,19.9,9.7,4.5,2.4,1.7,2.0,6.2,23.6,295.0,73.29,10.44,16.27,0.00,0.00,0.00,0.00
11302000,1.13,6,1.58,18040010000002,3.77,31.39,2.65,58.8,2.4,1.7,10.06,41.0,280.3,81.0,83.5,89.5,80.8,81.8,69.5,58.6,47.3,37.2,31.4,39.7,55.5,755.8,60.13,15.39,9.13,5.22,3.44,2.01,4.69
11303000,1.15,6,1.54,18040002002437,3.91,27.30,2.74,56.5,2.3,1.6,10.41,142.4,256.4,73.1,75.9,81.3,72.9,73.2,61.9,52.1,42.0,33.1,28.0,35.4,49.7,678.6,53.49,13.73,8.15,4.47,2.97,3.68,13.52
11306000,1.39,5,1.30,18040011000027,2.05,0.00,0.27,48.7,3.0,3.0,11.15,112.8,374.0,96.6,105.4,105.0,71.2,39.2,19.5,9.5,4.8,3.0,3.7,14.7,49.0,521.6,54.29,18.44,18.34,3.58,0.86,0.00,4.49
11308000,1.15,5,1.51,18040011000149,0.94,4.78,0.16,59.3,2.5,4.2,10.88,94.3,387.3,107.4,116.2,113.5,75.6,41.0,20.1,9.8,4.8,3.0,3.8,15.9,56.7,567.7,58.12,15.90,11.52,7.88,4.50,0.00,2.08
11308900,1.31,6,1.39,18040011000013,3.61,20.88,1.12,49.6,2.8,3.3,10.96,100.8,371.5,91.2,99.2,98.0,64.9,35.0,17.2,8.4,4.2,2.7,3.3,12.7,45.2,481.9,56.29,18.07,14.39,5.39,2.35,1.00,2.51
11309000,1.30,4,1.25,18040011000010,1.06,0.65,0.15,41.6,3.1,4.6,10.98,249.7,173.3,50.6,55.9,56.5,35.7,18.5,8.6,4.4,2.0,1.5,2.0,5.0,19.9,260.6,60.17,23.94,10.02,5.87,0.00,0.00,0.00
11312000,1.52,4,1.34,18040005001520,2.53,2.55,0.87,40.3,1.5,2.8,12.30,493.2,101.2,30.2,34.4,33.2,21.0,10.4,4.8,2.5,1.0,1.0,1.7,3.1,10.0,153.4,50.84,13.29,8.25,12.64,0.00,0.00,14.98
11313472,0.45,2,1.43,18040012000345,41.00,43.36,15.43,61.3,2.2,0.2,10.93,12.0,640.2,29.7,22.6,28.9,52.2,97.5,118.3,126.0,117.8,95.6,72.6,62.8,40.3,864.3,93.54,6.46,0.00,0.00,0.00,0.00,0.00
11313477,0.52,2,1.73,18040012000342,48.01,50.76,15.12,61.6,2.4,0.4,11.10,12.0,639.4,29.8,23.1,29.7,53.2,98.8,118.6,125.7,116.8,93.6,70.6,61.8,40.2,861.7,54.57,45.43,0.00,0.00,0.00,0.00,0.00
11313485,0.94,3,1.50,18040012000938,24.88,8.08,6.62,58.8,2.9,0.3,9.13,9.4,660.0,32.6,27.8,37.0,60.5,104.8,120.3,122.9,109.5,83.2,63.2,59.1,40.0,860.8,71.78,23.71,4.51,0.00,0.00,0.00,0.00
